tweet,sentiment_value,sentiment,range,airline,timezone
@USAirways What's the contact number for the corporate baggage office in Phoenix?,11.5470053837925,positive,D,US Airways,London
@USAirways 1 hour and counting on hold :( why? http://t.co/clOB5qwMXR,0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways  you Cancelled Flighted &amp; rescheduled my flight &amp; still getting updates &amp; can't find my current flight on my account http://t.co/8Je1h3666w,-15.39600717839,negative,B,US Airways,Indiana (East)
@USAirways now after an hour on the plane and knowing of a maint issue ahead of time they just announced another 30 mins. Y r we on plane?,8.52802865422442,positive,D,US Airways,Central Time (US & Canada)
"@USAirways Cancelled Flightled flight this AM. There was avail flight to PHL today u said was sold out. I had to buy 2nd ticket, u need to refund me.",-32.659863237109,negative,B,US Airways,Eastern Time (US & Canada)
@USAirways Flight 4210 been sitting @Bradley_Airport gate 27 for 10 min w door open since we arrived. Still no jet bridge. Can someone help?,0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways new F/As from DFW to CLT this morning did a great job. Well Done!,34.7439614486152,positive,D,US Airways,Eastern Time (US & Canada)
@USAirways why have me board a plane knowing there is a maint issue?  US5235.,-11.0940039245046,negative,B,US Airways,Central Time (US & Canada)
@USAirways with this livery back in the day. http://t.co/EEqWVAMmiy,0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways telling a man theres NO FLIGHTS for the next 10 hrs!!! NO standby! NOTHING! NO OPTIONS! trying to get to sick child! #FireVan!,0,neutral,C,US Airways,Pacific Time (US & Canada)
@USAirways missing our connection due to delay out of @LAS. Told not looking good for tmrw either. We will be stuck in #CLT. Help!,-39.5284707521047,negative,B,US Airways,Eastern Time (US & Canada)
@USAirways UR employee named VAN @ ticket counter in #Philadelphia. EXTREMELY RUDE! a Father trying to get home to sick kid missed flight.,0,neutral,C,US Airways,Pacific Time (US & Canada)
@USAirways i did and i'm not stupid. i've done web development for 19 yrs. the issue (now confirmed by your support) is YOUR website.,37.7964473009227,positive,D,US Airways,Central Time (US & Canada)
@USAirways now you just hang up on me. I’m starting to think this is personal!,-8.83883476483184,negative,B,US Airways,Eastern Time (US & Canada)
"@USAirways Painless and effortless flight from Indy to PHL... Our flight attendant, Tory, was fantastic. Give that lady a raise ASAP!",60,positive,E,US Airways,Eastern Time (US & Canada)
@USAirways in 140 characters? Yea right.   Thanks for patronizing.,0,neutral,C,US Airways,Central Time (US & Canada)
"@USAirways 30 min delay for mechanics to replace rivets. 30 mins Late Flightr, turns out mechanics had wrong size rivets. 35 more mins. Pathetic",-26.5165042944955,negative,B,US Airways,Quito
@USAirways churn rate increasing by the second,0,neutral,C,US Airways,Quito
@USAirways I've been on hold at the reservations desk for 3 hours. HELP!!!!,0,neutral,C,US Airways,Central Time (US & Canada)
@USAirways are there such things as non-delayed flights or na? Get your shit together and get me out of here,-22.6133508433323,negative,B,US Airways,Quito
"@USAirways After today,no reason 4 anyone to not approve merger with @AmericanAir,other airlines have no reason to fear losing business to U",20.8514414057075,positive,D,US Airways,Eastern Time (US & Canada)
@USAirways flights to Dfw Cancelled Flightled today?,-30.2371578407382,negative,B,US Airways,Central Time (US & Canada)
@USAirways your mobile app is horrible!  Needs a major overhaul,-30.6186217847897,negative,B,US Airways,Eastern Time (US & Canada)
"@USAirways stuck on Tarmac for 30 mins at PHL waiting for someone to load baggage,ridiculous http://t.co/BRCsjBxG2s",-5.59016994374947,negative,B,US Airways,Eastern Time (US & Canada)
"@USAirways Yes, there is horrible snow. But seriously, can you not hire more people to answer the phones? Competitor have call back numbers.",2.04124145231932,positive,D,US Airways,Atlantic Time (Canada)
@USAirways what's your pet policy?,0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways final count 3 hours 24 minutes on hold to be told I need to log in to U.S. Airways website and there was nothing else to be done,0,neutral,C,US Airways,Central Time (US & Canada)
@USAirways come scoop,0,neutral,C,US Airways,Quito
@USAirways @USAirways I used my AAdvantage Number connected to the USAirways when I booked tickets for friends. Will it benefit my account?,0,neutral,C,US Airways,Beijing
@usairways Cancelled Flighted and rescheduled. said I'd have to pay $75 for earlier flight at next gate. Today @delta proactively offered same for $0,-35.7770876399966,negative,B,US Airways,Quito
@USAirways @corybronze  INCONVENIENCE? Are you people freaking nuts? This guy has TWO KIDS WITH HIM and you STRAND him in an airport!,-28.8675134594813,negative,B,US Airways,Atlantic Time (Canada)
@USAirways @TheHaileyTate Another blatant lie from @USAirways,-37.7964473009227,negative,B,US Airways,Quito
@USAirways Round Two of being THE worst airline ever.,-16.6666666666667,negative,B,US Airways,Quito
@USAirways I have been trying to get through to a representative for 7 hours aboout my Cancelled Flightled flight. Have you simply given up?,-18.8561808316413,negative,B,US Airways,Hawaii
@USAirways @JosephTReis Can't believe advice to call customer service. I was on hold for 3 hrs this morning and finally gave up.,0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways pretty upset I drove from Philly to MHtT still no info on my bags. What's the deal!,0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways is the @comcast of airlines,0,neutral,C,US Airways,Central Time (US & Canada)
@USAirways No thank you. @AmericanAir was responsive &amp; I found alternate travel home.,-25,negative,B,US Airways,Eastern Time (US & Canada)
@USAirways all these planes sitting here and no one going home. #usairwaysfail http://t.co/jN3V3k3qGv,0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways @JosephTReis Dont bother. They dont pick up the phone. Worst customer service going,37.5,positive,D,US Airways,Quito
@USAirways are the bags off Flight 1898 CLT to JFK? We landed last night just before midnight.,0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways 45 minutes and moved two feet in BZE. 👎 http://t.co/AwGjkjIIac,0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways on hold 2 hours 54 minutes. What's going on?,0,neutral,C,US Airways,Central Time (US & Canada)
@USAirways WORST customer service ever!!!,-22.3606797749979,negative,B,US Airways,Indiana (East)
@USAirways Three hour delay from Miami to London.  None of the other flights today are delayed. Put me on another flight!,-26.5165042944955,negative,B,US Airways,Brussels
@USAirways there is no extreme weather in Miami. Pick up the phone. Hire more people.,0,neutral,C,US Airways,Brussels
@USAirways over 2 hours and 14 minutes on hold and counting. Thanks for the help! #customerservice #brutal http://t.co/VsKXyAmnom,0,neutral,C,US Airways,Central Time (US & Canada)
@USAirways Uh yeah. Flight boarded &amp; now 1 hr Late Flightr we still sit. Update on 4435 to DCA?,0,neutral,C,US Airways,Eastern Time (US & Canada)
"@USAirways can you get me home to Syracuse? After 6 Cancelled Flightled flights, one re routing three of us are sitting in Charlotte",0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways @British_Airways three hour flight delay. On the phone for 45min and counting.,-28.347335475692,negative,B,US Airways,Brussels
@USAirways just informed of three hour delay. Pick up the phone and get me on another flight!,-28.347335475692,negative,B,US Airways,Brussels
@USAirways needs to hire more people http://t.co/3LPVFhKy2F,32.5632252143985,positive,D,US Airways,Brussels
@USAirways if I try and call your reservations line will someone answer the phone now or will I be on hold for an hour again?,0,neutral,C,US Airways,Eastern Time (US & Canada)
@USairways E190 lands without nose gear in Houston - @Flightglobal http://t.co/Yf9NhMwyFF,0,neutral,C,US Airways,Sydney
@USAirways Your customer service line keeps telling me call back Late Flightr and disconnects. How can I talk to someone about my flight?,-6.68153104781061,negative,B,US Airways,Atlantic Time (Canada)
@USAirways I tried calling for yet another delayed flight and was told the phone line couldn't handle the volume and was hung up on. Twice.,-35.721725415588,negative,B,US Airways,Quito
"@USAirways, I know you're dealing with the weather, but @PHLAirport is a hot mess. Pls send reinforcements",-60.1337794302955,negative,A,US Airways,Central Time (US & Canada)
@usairways 2+ hr wait &amp; really bad exp @PHLAirport. luggage won't arrive w/ me Do I really have 2go back LAS airport 2 pick up when arrives?,-56.5685424949238,negative,A,US Airways,Central Time (US & Canada)
@USAirways Thanks to the friendly US Airways staff that helped me get booked on various flights to get home today.  Almost there!,48.0754615162455,positive,D,US Airways,Atlantic Time (Canada)
"@usairways on hold for TWO HOURS now, pick up the PHONEEEEE",0,neutral,C,US Airways,Pacific Time (US & Canada)
@usairways 3rd time cut off after 10+ minutes on hold with Chairmans desk?!??? Wth how are we supposed to rebook Cancelled Flightled flights?!?!?,-7.21687836487032,negative,B,US Airways,Eastern Time (US & Canada)
@USAirways 4097 DCA to BNA. Just told they need to do 1.5 hrs worth of maintenance. Was supposed to leave at 8:50 am. [sigh],0,neutral,C,US Airways,Quito
@USAirways why now just announce delay of 4478 from PVD when you knew captain was already on delayed flight coming in? Frustrating,-33.5410196624968,negative,B,US Airways,Eastern Time (US & Canada)
"@USAirways any updates on Flt 1848, here at the gate and they have no expected time of departure",6.06339062590832,positive,D,US Airways,Eastern Time (US & Canada)
@USAirways this travel day sucks but Malcome K at gate 39 rocks.  This guy is the brand you want to be. Replicate his approach and style.,-0.015075567228888,negative,B,US Airways,Eastern Time (US & Canada)
"@USAirways was on hold for four hours, never got connected. Came to the airport and your rep essentially told me and everyone else to screw",0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways No one answers your reservation phone line. I need to book travel with a  companion certificate. How do I get through?!!!,0,neutral,C,US Airways,Atlantic Time (Canada)
@USAirways You suck!!  Do you even know the meaning of contingency plan?????,-43.3012701892219,negative,B,US Airways,Eastern Time (US & Canada)
@USAirways using all of my monthly minute on hold with you assholes,-28.8675134594813,negative,B,US Airways,Eastern Time (US & Canada)
"@USAirways if you mean by posted, no USAir empl to direct anyone, 800# not accepting calls, no contact from USAir re: rebook",-21.8217890235992,negative,B,US Airways,Eastern Time (US & Canada)
"@USAirways I finally spoke to a person. Despite the mind boggling wait time, the rep was very pleasant and very helpful. Kudos to her.",15.1185789203691,positive,D,US Airways,Eastern Time (US & Canada)
@USAirways with chocoLate Flight please... i m melting http://t.co/jJdoSFYIBM,71.5541752799933,positive,E,US Airways,Athens
@USAirways color me confused but why would i need to call and do this. Update your procedures and policies. You can see who is connecting,-0.013363062095621,negative,B,US Airways,Central Time (US & Canada)
@USAirways I packed a carry on for a reason. Thanks for making me check it. I hoped for better customer service in CLE also.,20,positive,D,US Airways,Eastern Time (US & Canada)
@usairways sadly they've tried that and airport agents…no flights so they're stranded at PHL. No chance of a hotel for them?,0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways your service sucks.,-25,negative,B,US Airways,Eastern Time (US & Canada)
@USAirways Past tense re help. No more. It’s been even more miserable than usual at CLT.,-22.3606797749979,negative,B,US Airways,Eastern Time (US & Canada)
@USAirways now you don't know where my luggage is?  Seriously?,0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways I waited customer service 32 minutes on the phone w/o response. Had to hung up in the end since my battery died due to waiting!,0,neutral,C,US Airways,Atlantic Time (Canada)
@USAirways F623 DEN:PHX impressive lack of concern by 1hr+ Late Flight flight attndt wrecking havoc on customer travel,-42.4419107660539,negative,B,US Airways,Central Time (US & Canada)
@USAirways was on the phone for over an hour waiting without an answer. 😩,0,neutral,C,US Airways,Central Time (US & Canada)
@USAirways a member of your staff at PHL just gave us excellent customer care. Shame the same couldn't be said for the past 24 hours.,53.4522483824849,positive,E,US Airways,London
@USAirways I got rebooked at 3am after they woke me up just tried to call twice and got hung up on. Worst customer service.,-21.8217890235992,negative,B,US Airways,Indiana (East)
@USAirways with a glass of wine once we hit altitude?,-7.90569415042095,negative,B,US Airways,Central Time (US & Canada)
"@USAirways @ALfamilyoffour maybe if there was anyone answering the phone they would. \\\""Please call back Late Flightr\\\"".For 18 hours? Not good enough",0,neutral,C,US Airways,London
@USAirways this is the worst customer service I have ever had. Rebooked to tues but seat available on mon. Wtf. Contact me.,-15.0755672288882,negative,B,US Airways,Eastern Time (US & Canada)
@USAirways 2 hours?! And just got disconnected.,0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways I have been calling for 3 days!,0,neutral,C,US Airways,Eastern Time (US & Canada)
"@USAirways between 3 of us, it is costing over $1000 to get home TODAY for no reason... Where do I send my receipts to be reimbursed?",-15.4919333848297,negative,B,US Airways,Eastern Time (US & Canada)
@USAirways F623 DEN:PHX. Serious display of poor customer service exhibited by flight crew today.,0,neutral,C,US Airways,Central Time (US & Canada)
@USAirways Thanks for Cancelled Flighting my flight tomorrow and not reFlight Booking Problems me on another one.,7.27606875108999,positive,D,US Airways,Eastern Time (US & Canada)
@USAirways 40 minutes in baggage claim and no sign of luggage from our flight. UsAirways- your incompetence is overwhelming,0,neutral,C,US Airways,Eastern Time (US & Canada)
"@USAirways @msscottwg  \\\""That's unusual\\\"" means we screwed up but will never admit to it!",-52.142668297114,negative,A,US Airways,Atlantic Time (Canada)
"@USAirways horrible customer service, flying from Miami to Philadelphia, sent to Charlotte, now can't get out of Charlotte!",-15.3206469257085,negative,B,US Airways,Eastern Time (US & Canada)
@USAirways have had a medical issue Late Flight yesterday and need to change my flight today been on hold for an hour and still not through,-24.514516892273,negative,B,US Airways,London
@USAirways Mellani B. and whole team in Columbia SC are absolute superstars. Incredibly helpful.,-7.21687836487032,negative,B,US Airways,Quito
"@USAirways @nburnside26  U hate delays, too?  But u have her $$ &amp; are holding her hostage!",-63.2784850218988,negative,A,US Airways,Atlantic Time (Canada)
@USAirways @AmericanAir my friends are stranded at KPHL and the representatives there won't even give them food vouchers…any help please?,-8.7287156094397,negative,B,US Airways,Eastern Time (US & Canada)
@USAirways i want an Icecream baby...,24.4948974278318,positive,D,US Airways,Athens
"@USAirways @Sb5551 Um, WE knew this storm was coming, ? Is why didn't USeless Air?  Staff accordingly u idiots!",-8.33333333333333,negative,B,US Airways,Atlantic Time (Canada)
@USAirways i ve been told that you get a percentage on every plastic bottle that is sold around yout departure section...turn up the heat,-5.45544725589981,negative,B,US Airways,Athens
@USAirways On re-accommodation number Lisa (Liza?) in Raleigh was very helpful,50.5181485540923,positive,E,US Airways,Eastern Time (US & Canada)
@USAirways @Expedia 7 Hours for my friend to rebook his trip to Korea after @USAirways Cancelled Flightled a connecting flight to Chicago = IDIOTIC.,-21.320071635561,negative,B,US Airways,Quito
@USAirways at least they make you run so you want yo buy this fresh diet coke...nice bizness plan. Its all about marketing right?,6.25,positive,D,US Airways,Athens
@USAirways your customer service is atrocious.,-20.4124145231932,negative,B,US Airways,Eastern Time (US & Canada)
@USAirways my option is to use twitter. Most of the people working for u have no clue what they do. they tell you to go to A4 but its b16,15.1185789203691,positive,D,US Airways,Athens
@USAirways @AmericanAir any help regarding flights out of KPHL would be much appreciated,-14.9769052980812,negative,B,US Airways,Eastern Time (US & Canada)
"@USAirways my friends are stuck at KPHL and not getting any help from anyone, can you guys contact them please?",36.8951216287465,positive,D,US Airways,Eastern Time (US & Canada)
@USAirways what is the expected wait time to speak to someone via 800 number?,-6.93375245281536,negative,B,US Airways,Eastern Time (US & Canada)
@USAirways my in-laws flight Cancelled Flighted 4 tonight. U auto rebooked 4 flight on Tuesday that doesn't work. Can you help reFlight Booking Problems them?,-28.2842712474619,negative,B,US Airways,Central Time (US & Canada)
"@USAirways @AmericanAir Almost half hour on hold.  My cell phone battery is dying.  Thanks for your loyalty from a \\\""Platinum\\\"" member",0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways Now going on 26 minutes on hold.,0,neutral,C,US Airways,Eastern Time (US & Canada)
"@USAirways your customer service is a joke. First a mechanical Cancelled Flightation, now weather. On hold since 5:30 am. No humans. Pls call me!",22.6778683805536,positive,D,US Airways,Eastern Time (US & Canada)
@USAirways Handled. I found tkt on floor dropped by someone. No way - I’m in wheelchair - to get to podium.,0,neutral,C,US Airways,Eastern Time (US & Canada)
"@USAirways 100 feet from the gate at PHL, but no ground crew. You can't make this up.",0,neutral,C,US Airways,Eastern Time (US & Canada)
"@USAirways why did you Cancelled Flight flight 1773 to phl, while delta flew a flight at the same time, on time? you Cancelled Flighted for no reason",4.47213595499958,positive,D,US Airways,Eastern Time (US & Canada)
@USAirways agent won't hold for connection arriving Late Flight. 7 min before departure time but 3 min too Late Flight. Flt 1903 gate c19. Disappointed,8.33333333333333,positive,D,US Airways,Eastern Time (US & Canada)
"@USAirways worked w/ Tiffany H at cust service desk in Charlotte and she was helpful and patient. Still stuck, but she was great.",36.3803437554499,positive,D,US Airways,Eastern Time (US & Canada)
@USAirways I did they are busy,0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways your people are kind and hardworking the infrastructure you have given them is horrid,25.8198889747161,positive,D,US Airways,Eastern Time (US & Canada)
@USAirways flight #3739 leaving CVG. Gate agent had no computer and counted passengers on paper. I feel safe.,0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways but need to confirm please help,85.0420064270761,positive,E,US Airways,Eastern Time (US & Canada)
@USAirways  but have to return car to clt can I skip my flgjt back tonight from gso to clt and pick up at clt to fll I was told yes,14.6059348668044,positive,D,US Airways,Eastern Time (US & Canada)
@USAirways big problem!!! Fll to clt then got off on clt but my fly to gso is Cancelled Flightled had to rent a car to get to my pops funeral,-28.8675134594813,negative,B,US Airways,Eastern Time (US & Canada)
@USAirways - on hold 45 minutes trying to rebook Cancelled Flightled flight. Really?,-25.298221281347,negative,B,US Airways,Eastern Time (US & Canada)
"@USAirways flight today Cancelled Flighted  in phl, dozens of other flights still going. On hold for 3hrs. I need to get to my job interview!!!",-22.1880078490092,negative,B,US Airways,Eastern Time (US & Canada)
@usairways  my flight has been Cancelled Flightled. On hold for 2+ hrs to reschedule. Need help now.  Taking way too long http://t.co/NeHnsDCkTY,-30.2371578407382,negative,B,US Airways,Eastern Time (US & Canada)
@USAirways how does it feel to have almost everyone hate you?,-4.52267016866645,negative,B,US Airways,Central Time (US & Canada)
@USAirways waiting for you to figure it out. This is unacceptable.,0,neutral,C,US Airways,Central Time (US & Canada)
"@USAirways Flight Cancelled Flightled due to \\\""weather conditions\\\"" in arrival city. Uh...I don't think so.",-24.1209075662211,negative,B,US Airways,Eastern Time (US & Canada)
@USAirways the plane i am on is having mechanical issues. Why cant i get off and get on a new flight? Now i have missed my connecting flight,-31.6227766016838,negative,B,US Airways,Central Time (US & Canada)
@USAirways Good grief! Flight Cancelled Flightled. Been on hold since 0400.,0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways ANSWER THE BLOODY PHONE!,-33.5410196624968,negative,B,US Airways,Eastern Time (US & Canada)
@USAirways needs to get it together in Indy. Only 2 ticket agents and a line to the door. Felt bad for ppl who missed their flights.,0,neutral,C,US Airways,Central Time (US & Canada)
"@USAirways, if I rebook on another airline after my flight was Cancelled Flightled, do you reimburse? I need to get home today, not Tuesday.",0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways how do I reserve my seat on the AA flight I transfer to from ORD to EVV?,9.42809041582064,positive,D,US Airways,Atlantic Time (Canada)
@USAirways passengers sitting on plane for two hours flight #4663 from CMH!!!  All other flights have left,0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways GF was on hold for 4 hours and call was dropped!!! HELP!!!!! Need a flight!!!,0,neutral,C,US Airways,Eastern Time (US & Canada)
"@USAirways Never heard back, but this would help: Any chance I could bump up my flight time closer to 3pm today? I'm on flight 3960.",-16.3663417676994,negative,B,US Airways,Eastern Time (US & Canada)
@USAirways you need to figure your scheduling out!,0,neutral,C,US Airways,Central Time (US & Canada)
"@USAirways I’ve been on hold for 36 minutes now, any time you want to answer the phone that would be great.",-12.0019839629796,negative,B,US Airways,Eastern Time (US & Canada)
@USAirways seriously!!!  Flight Cancelled Flighted. Auto rebooked to Tuesday??? Then 3hr 26min on hold for nothing. Renting car. Want refund!!!!,0,neutral,C,US Airways,Eastern Time (US & Canada)
"@usairways trick for getting into your hold queue?  I've been calling since Thursday and keep getting the \\\""call back Late Flightr\\\"" message",-17.6776695296637,negative,B,US Airways,Eastern Time (US & Canada)
@USAirways Many thanks for your reply! http://t.co/6CGFv02gzb,24.4948974278318,positive,D,US Airways,London
@USAirways instead of tweeting your customers apologizing why don't you pick up your phone,-21.3808993529939,negative,B,US Airways,Eastern Time (US & Canada)
@USAirways I really appreciate there not being an easy way to get another flight when mine has been delayed over 2hrs for mechanical reasons,-33.6804839632687,negative,B,US Airways,Eastern Time (US & Canada)
@USAirways My bags were supposed to be delivered to NYC last night (missing since Thurs) but are not here. Can someone call me?,-11.4707866935281,negative,B,US Airways,London
@USAirways took me 4+ hours to book flights yesterday due to system errors between you and @AmericanAir. paid $320 extra due to time lapse,-18.75,negative,B,US Airways,Quito
@USAirways on hold with 800-428-4322. Flight from DSM to DCA was Cancelled Flighted (4473). Know when it will fly?,0,neutral,C,US Airways,Eastern Time (US & Canada)
"@USAirways \\\""good news. We've located the crew and made contact with them\\\"". flight was supposed to leave 4 minutes ago.",43.3012701892219,positive,D,US Airways,Eastern Time (US & Canada)
@USAirways been on hold 2+ hours trying to reschedule Cancelled Flightled DCA-BOS flight. Can anyone help?,-22.1880078490092,negative,B,US Airways,Central Time (US & Canada)
@USAirways @AmericanAir  Also your on-hold message is trying to sell Valentines Day gifts.  Over a week Late Flight.  Sounds about right for USAir,21.3808993529939,positive,D,US Airways,Eastern Time (US & Canada)
@USAirways @AmericanAir  stranded in North Carolina and trying to figure out options but can't get anyone to talk to,-43.5889894354067,negative,B,US Airways,Eastern Time (US & Canada)
@USAirways sad experience today on 4663.  Family on Southwest direct to MCO. My loyalty to USAir = not vacationing with my boys today.,-22.3606797749979,negative,B,US Airways,Quito
@USAirways @AmericanAir  is there anyone answering phones today??? Listening to same damn messages for 1:10 minutes,0,neutral,C,US Airways,Eastern Time (US & Canada)
"@USAirways I have LITERALLY been on hold since 3am est.PlatinumEventually hung up &amp; again back on hold. Understand weather, but ridiculous.",0,neutral,C,US Airways,Quito
"@USAirways job well done from your Philly employee running check,in today. (Tabitha?) helped us in an emergency &amp; vacation saved!!!",23.094010767585,positive,D,US Airways,America/New_York
"@USAirways you can't control the weather but you CAN control your systems, processes, people and attitudes.",0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways You are 0 for 3 so far in on-time flights on this vacation.,49.9230176602706,positive,D,US Airways,Arizona
@USAirways I just got hanged up on trying to get to an agent. Can you help?,0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways now on hold for 2 hrs 20 min. This is ridiculous,0,neutral,C,US Airways,Eastern Time (US & Canada)
"@USAirways why don't you hire people to deal with the call volume, this is absolute garbage",-40,negative,B,US Airways,Quito
@USAirways not happy!! Trying to get home on Cancelled Flighted flight&amp; been on hold for 2 hours. Help!! This is just crazy...,-43.3012701892219,negative,B,US Airways,Eastern Time (US & Canada)
"@USAirways wow.. Flight Cancelled Flightled, slept on the floor at the airport and now flight delayed",35.3553390593274,positive,D,US Airways,Eastern Time (US & Canada)
@USAirways @jtrexsocial i fell asleep from a call i placed midght.. guess what still on hold 7 am,-15.0755672288882,negative,B,US Airways,Atlantic Time (Canada)
@USAirways once again your company actualy put people in weird situations.Your hostel voucher was fake.Snow is ok but no lies please,-7.53778361444409,negative,B,US Airways,Athens
@USAirways ever think about hiring more agents? Come on now. Don't you think 4 hour holds is a little ridiculous? Get a clue,0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways XNA has TSA Precheck! Would be nice if your system knew that.,0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways forgot to call in the copilot so we're stuck on the plane in PHL. Looking fwd to being stranded in CLT. Day 2 of flight fails.,-6.45497224367903,negative,B,US Airways,Eastern Time (US & Canada)
@USAirways have you ever lost luggage with an infant and a 4 year old? Then customer service never answered the phone. I've tried all night.,-4.16025147168922,negative,B,US Airways,Central Time (US & Canada)
"@USAirways worst experience with you. Cancelled Flightled flight, no voucher and no luggage because \\\""ramp was broken.\\\"" No other ramps in Charlotte??",-22.3606797749979,negative,B,US Airways,Central Time (US & Canada)
@USAirways how do you manage to place a family of 5 into a plain with none of them sitting next to each other one of them being a 3yr old,7.42781352708208,positive,D,US Airways,Eastern Time (US & Canada)
"@USAirways @AmericanAir I was meant to fly on Sat, you just made it Tues, I can't afford to stay in a hotel for another TWO nights!",-9.8058067569092,negative,B,US Airways,Central Time (US & Canada)
@USAirways flight to Des Moines Cancelled Flightled. Unacceptable to be booked on flight on Tuesday because of work commitments. 2hrs on hold,-30.2371578407382,negative,B,US Airways,London
@USAirways @AmericanAir Flying from Orlando to Philly to Charlotte to Lynchburg. Saw advisory re Philly. Wld like to fly from Orl to Char,3.01511344577764,positive,D,US Airways,Eastern Time (US & Canada)
@USAirways duh on baggage claim 2 more hours and counting .. Flights 622 &amp; 1898 http://t.co/DkZl57uPQI,0,neutral,C,US Airways,Quito
@USAirways 3 hrs on hold. Husband has decided we should sleep in shifts so we don't miss the phone rep. to reschedule,0,neutral,C,US Airways,Mid-Atlantic
@USAirways on hold 2.5 hrs trying to reschedule our flight. Can anyone there please help us?,0,neutral,C,US Airways,Mid-Atlantic
@USAirways you guys suck at JFK tonight -- oh this MORNING!!!,-23.7170824512628,negative,B,US Airways,Quito
@USAirways 2 hours on hold. Still no answer. Horrible.,0,neutral,C,US Airways,Adelaide
@USAirways have been on hold for 58 minutes - need help USAIR - why won't you help?,0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways we appreciate auto rescheduling our Cancelled Flightled flight-- but you have nothing sooner than Tuesday? can fly into alternate loc?,-7.5,negative,B,US Airways,Mid-Atlantic
@usairways we've been on hold for 2 hours trying to reschedule our Cancelled Flightled flight. Can anyone out there please help us?,-21.3808993529939,negative,B,US Airways,Mid-Atlantic
@USAirways thx for taking my $600 for a 1way then Cancelled Flightling 1st flt delay 2nd flt and u top it off by losing my one piece of luggage,-24.5676907455998,negative,B,US Airways,Central Time (US & Canada)
@USAirways I think it's ok.,0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways my flight is Cancelled Flightled and you guys aren't Answering the phones what do I do ?,-19.4028500029066,negative,B,US Airways,Central Time (US & Canada)
"@USAirways this is ridiculous.  I have a 6:00 AM flight and two hours of rest, wasted!!!",-37.5,negative,B,US Airways,Quito
@USAirways been on hold for almost 2 hours trying to rebook my Cancelled Flighted flight. What in the world?!!!,-21.3808993529939,negative,B,US Airways,Quito
@USAirways Seriously. You can't tweet and let people know that you've got customers that have been on hold for 5 HOURS??!!,0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways thanks! http://t.co/pD7R1lL6Re,42.4264068711928,positive,D,US Airways,Eastern Time (US & Canada)
@USAirways after pleading with car service to stay 3 hrs. past pick up they left me and my family but it's ok i have water and crackers!,-13.3333333333333,negative,B,US Airways,Eastern Time (US & Canada)
"@USAirways after a grt flight to PHX last week,  tonight was terrible. 2.5 hours taxing and you give us water and crackers to compensate.",-21.650635094611,negative,B,US Airways,Eastern Time (US & Canada)
@USAirways who do we voice our concerns to when we can't get home with our 8 month old after waiting to taxi to a gate for 3 hours?,-11.766968108291,negative,B,US Airways,Atlantic Time (Canada)
@USAirways tell my professors that when I don't show up to class/write my midterm because I'm stuck with no flights home 😠,5.33001790889026,positive,D,US Airways,Central Time (US & Canada)
@USAirways No US Air ppl anywhere in PHL directed stranded pax. Kudos to the PHL employees getting off work at midnight. Only help we got.,-30.1511344577764,negative,B,US Airways,Eastern Time (US & Canada)
"@USAirways @AmericanAir Just had to buy a \\\""safety\\\"" ticket online. You'll refund whichever ticket(s) are unused, in full, without penalty.",25.298221281347,positive,D,US Airways,Eastern Time (US & Canada)
@USAirways Hooray! I've now been on hold for over an hour. I've never loved Southwest more.,70.7106781186547,positive,E,US Airways,Eastern Time (US & Canada)
@USAirways how do you do that? You guys need to have much better communication. How? How can we do that?,0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways Are you guys awake? Need help with delayed flight to get protected on Late Flightr flight from PHL.,0,neutral,C,US Airways,Eastern Time (US & Canada)
@USAirways so how about some help with suggested time I could call to avoid such long wait time,-17.6776695296637,negative,B,US Airways,Sydney
