,airline_sentiment,airline,text,user_timezone
12797,negative,American,@AmericanAir Cancelled Flightled two flights from Miami to Nashville yesterday and could not get me on a flight for 3-4 days. #Southwestairwasthere,NA
12798,negative,American,"@AmericanAir lost 3 pieces of our bags, haven't delivered them in 36 hours, lied that they were delivered, and still no refund.  Never again",NA
12799,negative,American,@AmericanAir improve Envoy's performance.  5th trip through ORD in 2015 I've been delayed for hours because of Envoy.  I could drive faster!,NA
12801,positive,American,@AmericanAir Lady at B1 ABQ for 5347 on 2/23 was of a great service to all among several Cancelled Flightlations,Eastern Time (US & Canada)
12803,neutral,American,@AmericanAir Can you provide guidance on how I should work with them to resolve the issue,Alaska
12804,negative,American,"@AmericanAir Really?They closed the gate at 10:30 instead of40.I got there at 10:39. If u wudda put in my ktn like I asked, I wudda made it.",NA
12805,negative,American,"@AmericanAir trying to change flight via DFW tomorrow, can't get thru on phone, long wait then cut off x2, can you help please?",London
12806,positive,American,@AmericanAir thanks for following up- it finally worked!! Fingers crossed the new flight works.,NA
12807,negative,American,@AmericanAir stuck on the tarmac in CLT because the our gate is not open. Hope I don't miss my connection.... #logistics #AmericanView,NA
12808,negative,American,"@AmericanAir I waited on hold for two hours, only to have my call. Really unreliable.",NA
12809,positive,American,@AmericanAir Was not on board you today just watched report unfold on Twitter but still am very proud!,London
12810,negative,American,@AmericanAir now a delay to the rebooked flight?!,Eastern Time (US & Canada)
12811,negative,American,@AmericanAir after several miss communications I was able to get to ORD but I am not home yet and not sure I will get there due to her error,Eastern Time (US & Canada)
12813,negative,American,"@AmericanAir Hey, AA! There was a mistake made by your CR on my Flight Booking Problems. When I call your reservations #, I keep getting hung up on. Advise.",NA
12814,negative,American,@AmericanAir emailed AAdvantage for status match ... still waiting.  Can't wait to move from @united but help me out here :),NA
12815,negative,American,@AmericanAir I'll try to have a great week once I receive it 😩😭💔,Atlantic Time (Canada)
12816,negative,American,@AmericanAir not having pillows or blankets or a flight home for 40 people does bad things to my hair,Eastern Time (US & Canada)
12817,negative,American,@AmericanAir What are we going to do about the nightmare you guys out me through yesterday? Zero response from the tweet you last sent me.,Pacific Time (US & Canada)
12818,negative,American,@AmericanAir I tried site &amp; doesnt allow me. Same reason why I wasn't allowed to board this morning. Will try diff airline for work trips,Eastern Time (US & Canada)
12819,negative,American,@AmericanAir I bought a plane ticket 2 months ago and still haven't received my flight info and ticket in my email when it will come?,NA
12820,negative,American,"@AmericanAir your DCA baggage claim employees should realize a please, a thank you and an apology can go a long way #customerservice #DCA",Eastern Time (US & Canada)
12821,negative,American,@AmericanAir  2/2 You took cost for both flights out of my bank account. Now I can't get a refund for 2 weeks? I have been a loyal customer.,NA
12822,negative,American,@AmericanAir I took the day off from work and drove 9 hours round trip to rescue my daughter and 3 other students from LaGuardia. Thanks!,NA
12824,negative,American,@AmericanAir the group of minor children were broken up into groups. Some still in Miami. Delta has much better customer service!,NA
12825,neutral,American,@AmericanAir Is there a way I can get a record of all the flights I've taken with you?,Central Time (US & Canada)
12826,positive,American,"@AmericanAir Thank you for the response, we got it resolved at the counter.",NA
12827,negative,American,"@AmericanAir that's the one. My original arrival time was 10:14am, after all said and done I may be there by 9:19pm central. Not impressed.",NA
12828,negative,American,@AmericanAir My flight 1389 from Las Vegas to DFW was Cancelled Flightled! I've been on hold forever and I still have not spoken to anyone! Pls Help,Eastern Time (US & Canada)
12829,negative,American,"@AmericanAir every time I try to call, it tells me to try again Late Flightr and just hangs up.",Quito
12830,negative,American,@AmericanAir rebooked into a different airport. Throwing a wrench into plans 👀,Eastern Time (US & Canada)
12831,negative,American,@AmericanAir crew did the best they could but it was out of their control. You only get one chance of a honeymoon &amp; you failed miserably,NA
12832,negative,American,"@AmericanAir Thx, someone picked up after 45 minutes",Pacific Time (US & Canada)
12833,negative,American,@AmericanAir overbooked business class from Mia to uvf - after being in the correct seat we were moved back to economy on our special day,NA
12834,positive,American,@AmericanAir no kidding! Gonna take some beating on the apron... And there are some good lookin' planes out there!,London
12835,negative,American,@AmericanAir that's unacceptable,NA
12836,negative,American,@AmericanAir so what if I didn't have the funds to purchase another ticket? Your error would cause my family to miss the funeral,NA
12839,negative,American,@AmericanAir I have a ticket that has been pending for 4 days. Is it normal to take that long?? I want to make sure there isn't a problem.,Central Time (US & Canada)
12843,negative,American,@AmericanAir yes I did but no response.,Eastern Time (US & Canada)
12844,negative,American,@AmericanAir my bags were checked through to Cancelled Flightled flight 362. When will they arrive in MKE? Not much help from grnd staff. Havoc in DFW,Sydney
12845,negative,American,"@AmericanAir I'd just like to know where my bag is, when I'll get it and why I don't have it already. No accountability from Cust Service.",Eastern Time (US & Canada)
12847,neutral,American,@AmericanAir - don't be jealous.  I live in Sydney and my T-shirt and jeans don't suit the office for work. I need suits and a warm jacket.,Hawaii
12848,negative,American,@AmericanAir @Rizzilient I booked tickets using miles and need to change the dates.  Have been trying to get to an advantage rep 4 two days,NA
12849,negative,American,@AmericanAir is the company from hell with NO consideration for customers that give it hundreds of millions of dollars per year #SMH,NA
12850,neutral,American,@AmericanAir No snow in St. Louis. Cold but no snow. Hub flights welcome.,Central Time (US & Canada)
12851,negative,American,@AmericanAir Took a flight yesterday fron TPA-DFW-AUS. Bag went to IAH. Today bag went to IAH-DFW and then back to IAH. Still no bag!,Eastern Time (US & Canada)
12852,negative,American,@AmericanAir it is absolutely unacceptable.  I have been calling all day and am hung up on every time. I just need a 5 minute bit of help!,Central Time (US & Canada)
12853,negative,American,"@AmericanAir - Envoy Airlines is a disgrace to the AA family.  Nothing but delays and Cancelled Flightlations, week after week.",NA
12854,negative,American,"@AmericanAir It's not about weather, it's logistics. Why should I hold for 90 minutes when you called me? Why not get more desk agents?",Atlantic Time (Canada)
12855,neutral,American,@AmericanAir We've sent you more info via DM.  I truly hope you resolve this very quickly. #media #filmcrew #cnn #nbc,Eastern Time (US & Canada)
12856,negative,American,@AmericanAir I've never had anything bad to say until now. No love for faithful customers.,NA
12857,negative,American,@AmericanAir Also Agent not aware clearly of http://t.co/FWKJ49B1LE,Alaska
12858,negative,American,@AmericanAir Additional fare cost $19.. Tix change price 195 UK Pounds ($304). $19 not the issue the 195 UK Pounds IS ! #badcustomerservice,Alaska
12859,negative,American,"@AmericanAir I fly American because of family but severe weather excuse so I can't call to make change, why have a computer if u cant modify",NA
12860,neutral,American,@AmericanAir amen!,Atlantic Time (Canada)
12861,negative,American,"@AmericanAir No Meelan did not afford a supervisor to be included in the conversation, pls check the rec of the call #badcustomerservice",Alaska
12862,negative,American,"@AmericanAir I had it until last night, but because ""severe weather"" I could make the needed changes and now fair goes up 150 each.",NA
12863,positive,American,@AmericanAir Thanks to AA for the upgrade today and getting me on a new flight after my first one was Cancelled Flightled!,Central Time (US & Canada)
12864,negative,American,"@AmericanAir has the worst flight change policy. No mercy, no sympathy, such a bummer when you can't go to funerals or see friends bc of it.",Eastern Time (US & Canada)
12865,negative,American,@AmericanAir what's done is done. Not much you can do at this point. Trip is already over.,Central Time (US & Canada)
12867,neutral,American,"@AmericanAir #epicfail on connections in #Chicago today, extremely disappointed w/ unaccommodating customer service, rethinking loyalty 😐",NA
12868,neutral,American,@AmericanAir well I'm flying @JetBlue instead - for free! Their credits actually work.,Eastern Time (US & Canada)
12869,negative,American,@AmericanAir just messaged you. Please have someone contact us immediately.,Pacific Time (US & Canada)
12870,negative,American,@AmericanAir why can't @dfwairport have the capability to spread salt on a runway?!,Central Time (US & Canada)
12871,negative,American,"@AmericanAir 3349, was supposed to be in little rock at 10am this morning.",NA
12872,neutral,American,@AmericanAir boom. http://t.co/PzGc6Jch7n,Central Time (US & Canada)
12873,negative,American,"@AmericanAir already spoke to that line, unwilling to help - really poor support #hitawall",NA
12874,positive,American,@AmericanAir first ride on new 737-800 with new interior and in seat video. Nice improvement! #Newplanesmell http://t.co/dJJjN9sLHT,America/Los_Angeles
12875,positive,American,@AmericanAir No worries at all. Y’all have a good one!!,Central Time (US & Canada)
12876,neutral,American,"@AmericanAir Yes, thanks I found those, didn't see the gray tab at first :)",Pacific Time (US & Canada)
12877,negative,American,@AmericanAir but seriously if my cats dead I'm going to be pissed/very thankful because it is evil and wants my soul,Central Time (US & Canada)
12878,negative,American,"@AmericanAir not only on both legs did I have damaged seat, u damaged an expensive case and not offered anything.Just an apology 6wks Late Flightr!",London
12879,negative,American,@AmericanAir @USAirways I've tried to be understanding and let you handle the situation but I guess I was wrong about that,NA
12880,negative,American,@AmericanAir @USAirways over an hour on the phone the best you can tell me is it was sent maybe my bank misplaced it...,NA
12881,neutral,American,"@AmericanAir My chariot tonight. From this angle it looks like a 787, no? http://t.co/3ZZKQWWbJz",Brasilia
12882,negative,American,@AmericanAir @USAirways day has come where I was suppose to get my money back from you but my bank hasn't received anything but after,NA
12883,negative,American,@AmericanAir no I will be calling corporate!,Quito
12884,negative,American,@AmericanAir cannot understand how you are part of oneworld all other member treat their customers fairly #tcf #oldplanes #damageluggage,London
12885,negative,American,@AmericanAir probs the worst customer service ever. Replied to complaint I submitted 6 weeks ago bout damaged bag... Not even replacing it!,London
12886,negative,American,@AmericanAir I Cancelled Flightled my ticket and is taking two months ++ to refund and still waiting!,Eastern Time (US & Canada)
12887,neutral,American,@AmericanAir New marketing song? https://t.co/F2LFULCbQ7 let us know what you think? http://t.co/NBZkhiZF3V,Brisbane
12888,negative,American,@AmericanAir thanks! I hope we get movies. Tv's were broke on the flight over,NA
12889,negative,American,@AmericanAir thanks for being entirely unhelpful and wasting hours of my time today,Eastern Time (US & Canada)
12890,negative,American,Well @AmericanAir we won't be flying you. Rebooked on Jetblue. With credits (that actually work) it was free!,Eastern Time (US & Canada)
12891,negative,American,@AmericanAir check on what? Our broken tablet! See attached picture. #media #filmcrew #nbc #cnn http://t.co/Uq2ooPjPwg,Eastern Time (US & Canada)
12892,neutral,American,@AmericanAir originating at SFO and going to LAX.,Pacific Time (US & Canada)
12893,negative,American,@AmericanAir been calling all morning. Still can't get through. I need to chge a flight that is this week!!!!!,Pacific Time (US & Canada)
12894,neutral,American,@AmericanAir You guys are the talk of the Americans down here in Ecuador! Read this! https://t.co/5ON3KlzVMT,Central Time (US & Canada)
12895,negative,American,@AmericanAir should prob give me a refund since they made me miss my flight waiting to talk to someone for 3 hours... http://t.co/4SFpcbyy9m,Central Time (US & Canada)
12896,neutral,American,@AmericanAir I've tried...its @USAirways anyway,NA
12897,negative,American,"@AmericanAir oh I did. All I received back was an email saying "" delays happen"".. Uh huh..",Arizona
12898,negative,American,@AmericanAir How do I place it on hold and complete payment? I don't see any way to do that from my reservations page.,Quito
12899,negative,American,@AmericanAir Bad weather happens. But not being able to get through to a reservations rep for over 6 hours is just crazy. #frustrated,Eastern Time (US & Canada)
12900,neutral,American,@AmericanAir Flight Get Me Out Of Chicago.,Central Time (US & Canada)
12901,negative,American,@AmericanAir why are customer svc reps unable to handle calls. Is there a 24hrs Cancelled Flightlation policy? Booked yesterday need to Cancelled Flight,Eastern Time (US & Canada)
12902,negative,American,@AmericanAir Bad weather is understandable but your own pilot said that over 160 people called out and that ZERO bags are on the plane.,NA
12903,negative,American,"@AmericanAir yep,filed a claim at Heathrow yesterday. We were promised a call this morning with an update, but got nothing.",NA
12904,negative,American,@AmericanAir why is does it seem to be impossible to contact anyone at your airline to get an item left on board a plane 5 min after deplane,Pacific Time (US & Canada)
12905,negative,American,@AmericanAir you flew me into Chi instead and I got a ride to MKE. U said my bags would go to MKE today. Is it on the Cancelled Flightled flight tho?,Central Time (US & Canada)
12906,negative,American,@AmericanAir stuck at gate Miami to JFK flight 1510. Are we going to get out of here tonight? Very frustrating,Eastern Time (US & Canada)
12907,negative,American,@AmericanAir I understand they're busy &amp; doing their best. My frustration is an automated call changing my flight w/o allowing me to talk,Pacific Time (US & Canada)
12908,negative,American,@AmericanAir HELP U said ud chnge our retrn flght since we missed our connection Sat &amp; now ur not pickng up the phone.Only hve 18 hrs left!,NA
12909,negative,American,@AmericanAir has been almost a month and still no response to my online complaint/questions. Out $300 because of it.,Atlantic Time (Canada)
12910,negative,American,@AmericanAir bad weather happens but lack of preparation is inexcusable. Depending on good weather is not a good business model.,NA
12911,negative,American,@AmericanAir how is US4623 going to be on time when they are still deplaning at 4:08? This is BS.,Central Time (US & Canada)
12912,neutral,American,"@AmericanAir so, what should he do next exactly?!",Eastern Time (US & Canada)
12913,positive,American,@AmericanAir Flight for tomorrow was Cancelled Flightled. New one booked. Seats taken care of. Just a tweet to commend you all on the service. Thanks!,Central Time (US & Canada)
12914,negative,American,@AmericanAir instead they yelled at him and told him to call a number that will not pick up due to call volume,Eastern Time (US & Canada)
12915,negative,American,@AmericanAir he is at the Boston airport. There is a problem. The agents will not honor the voucher because one number is rubbed out.,Eastern Time (US & Canada)
12916,neutral,American,@AmericanAir See photo of B787 scale model &amp; our PN 320008A wheel deflator specified in Chapter 32 of B787 AMM. http://t.co/kfD4WQRkLW,NA
12917,negative,American,@AmericanAir I guess it is more BS AirportCardio given you cannot have an on time flight,Central Time (US & Canada)
12918,neutral,American,@AmericanAir See photo of 787 model &amp; our PN 320008A wheel deflator specified in Chapter 32 of B787 AMM. http://t.co/oilnCfWEyg,NA
12919,negative,American,@AmericanAir you should really explain customer service to your gate agent for 1152 at C4. Couldn't be bothered.,Central Time (US & Canada)
12920,negative,American,"@AmericanAir my wife was on a flt from BRO to TUL via DFW that was Cancelled Flighted. Bought an SWA flight to get her home. Partial refund,DM me plz?",Central Time (US & Canada)
12921,negative,American,"@AmericanAir I've been trying to get through to reservations since yesterday to make a change to a reservation hold, when will it be up?",NA
12922,negative,American,@AmericanAir thanks - I miss my dog and this delay is costing me a lot of money.,Eastern Time (US & Canada)
12923,positive,American,"@AmericanAir yes, it says it should be deliver within 6 hours after pick up line.",Atlantic Time (Canada)
12924,negative,American,@AmericanAir I still can't get through to change my flight. This is really important plz help!,Eastern Time (US & Canada)
12925,neutral,American,@AmericanAir 3127. Just landed in LIT.,Central Time (US & Canada)
12926,negative,American,"@AmericanAir I ended up emailing my #Complaint to customer.relations@aa.com, hope that works. #TravelProblems",Pacific Time (US & Canada)
12927,negative,American,"@AmericanAir for tomorrow some sites show flight 1642 from ewr Cancelled Flightled, is it?",NA
12928,neutral,American,@AmericanAir are pets allowed in first class?,Eastern Time (US & Canada)
12929,negative,American,"@AmericanAir can lie to you about where your lost bag is, but we are suppose to trust them with our lives thousands of feet in the air...",Quito
12930,negative,American,@AmericanAir Can't help now as all seats have been taken.  There has to be a way to handle high volume of call days.,Pacific Time (US & Canada)
12932,negative,American,@AmericanAir most disgusting chicken entree I've ever seen.  Your standards have seriously nosedived. #NewAmerican http://t.co/56eSsfOOwt,NA
12933,negative,American,@AmericanAir im tryin to book a flight but cant get ahold of anyone!,Eastern Time (US & Canada)
12934,neutral,American,@AmericanAir Am I upgraded on my next flight?,Pacific Time (US & Canada)
12935,negative,American,@AmericanAir finally at final destination but not w/o extra significant travel expenses &amp; missed work. How can you resolve this experience?,Eastern Time (US & Canada)
12936,neutral,American,"@AmericanAir when changing dest city on an award for a reservation party of 4, is fee $150 for each pax or 150 for first and 25 for rest?",NA
12937,positive,American,@AmericanAir Delaney and Shawn at DFW showed exceptional customer service today. Will happily choose AA whenever possible now! Thank you!,NA
12938,negative,American,@AmericanAir Another customer non service from you. If we waited for you to solve the problem we would miss the funeral. You suck!,NA
12939,negative,American,@AmericanAir already shared with them. Nothing done!,NA
12940,negative,American,@AmericanAir @kanne822 @SouthwestAir is better than AA.,NA
12941,negative,American,"@AmericanAir I really can't there though to an agent, and I am worried about my reservation. Can you help me out!",NA
12942,negative,American,"@AmericanAir while listening to a delay message on my phone, another delay message was coming in. Get your shit together!",Arizona
12943,negative,American,@AmericanAir Hi. Get error msg when trying to check in on line. States: wrong pass#. Tickets rcvd from AA due to training in DFW. U know Y?,West Central Africa
12944,negative,American,@AmericanAir there's an employee at gate 45 of JFK telling people their bag doesn't fit and needs to be checked when it clearly fits #AA291,Central Time (US & Canada)
12945,positive,American,@AmericanAir thanks... I finally got through this afternoon.  :),NA
12946,negative,American,"@AmericanAir after waiting for a delayed plane, we sat on the plane for an hour waiting for a Late Flight passenger. That's BS too..",Arizona
12947,negative,American,@AmericanAir WHERE IS MY BAG?!?!?!,Quito
12948,neutral,American,@AmericanAir it was 639,Arizona
12949,negative,American,@AmericanAir Not true!! Stop making excuses! You either overbook or have crappy planes!,Arizona
12950,neutral,American,@AmericanAir #AmericanAirlines on approach to mex.... http://t.co/se57dmjHiW,NA
12951,negative,American,"@AmericanAir no. Booked seat in Dallas, live in Dallas. Real nice that your gate agent had exit row available told me they weren't available",Central Time (US & Canada)
12952,negative,American,"@AmericanAir I paid using Paypal online and after I was charged there was a ""System Error"" which is what I ended up calling about.",Quito
12953,positive,American,@AmericanAir #AATeam thanks for working in very rigorous weather conditions for all,Buenos Aires
12954,negative,American,"@AmericanAir that's why I'm asking for exception. Staffer moving last minute,we're a nonprofit &amp; losing $400,we just want to change ticket.",Eastern Time (US & Canada)
12955,positive,American,"@AmericanAir thanks, I'll look forward to the response.",Hawaii
12956,negative,American,@AmericanAir your advantage agents are horrible! I've been waiting for 5 hours for a call back only to be hung up on by a rude agent!,Central Time (US & Canada)
12957,negative,American,@AmericanAir yes there's issues on the site as well unfortunately.,Atlantic Time (Canada)
12958,neutral,American,@AmericanAir about when can I see a new American Airlines credit card to replace my USAIRWAYS dividend MasterCard?,NA
12959,negative,American,@AmericanAir my wife is stuck in #Brownsville any chance she can get any flight out? She needs to be at work tomorrow morning.,Central Time (US & Canada)
12960,negative,American,"@AmericanAir Will it be this year, do you think?",Eastern Time (US & Canada)
12962,negative,American,"@americanair the best is your 800 message saying to use website and your website is saying you need to call.  If you don't answer, #hardtodo",NA
12963,negative,American,@AmericanAir Trying to get my flight changed through dallas. Calling your number just says thanks for calling and hangs up. Guess I'm stuck,Eastern Time (US & Canada)
12964,negative,American,"@AmericanAir AA1675 now that the airplane has been sitting here for over 24 hrs,there are mechanical problems.BTW,the AA desk is unorganized",Central Time (US & Canada)
12965,negative,American,"@AmericanAir Miami-PhL flight Cancelled Flightled just as I got to the gate. No one from AA around, no one on the phone. Awful awful awful.",NA
12966,negative,American,@AmericanAir Can care less if youre without your bags for a day or a week! Ive been 3 stories in the last 3 hours...I WANT MY BAG!,Quito
12967,negative,American,"@AmericanAir hah, best flight attendant response, if you not happy getting screwed over, you have other carriers.   hahahah pathetic",NA
12968,negative,American,"@AmericanAir AA1675 flight out of Jamaica was Cancelled Flightled yesterday due to ""weather"", while other flights were still landing at DFW",Central Time (US & Canada)
12969,neutral,American,@AmericanAir boarding in 2mins YAY!!!!,Pacific Time (US & Canada)
12970,negative,American,"@AmericanAir your a LIAR, no precipitation all day, 47 degrees, don't pacify, you look like a fool.......thats the problem, admit you suck",NA
12971,positive,American,@AmericanAir Thank you so much.,Madrid
12972,negative,American,@AmericanAir 12 calls in the span of two days........none of which available to speak to someone.  You are un F-in believable.  worst ever,NA
12973,negative,American,@AmericanAir @elwoodblues77 I'm sure he understands the rules but you guys just have zero customer service. Staff your damn counters!,NA
12974,negative,American,@AmericanAir What's with your baggage handlers calling out at DFW today? No luggage onboard the planes.,NA
12975,negative,American,".@AmericanAir after 50 minutes on hold, and another 30 minutes on the call yes. Going to be pushing it to get to the airport on time now",Pacific Time (US & Canada)
12976,neutral,American,"@AmericanAir Hi, did the discount award policy for credit card holders change? No longer seeing the chart of specials on the site. Thanks!",Eastern Time (US & Canada)
12977,negative,American,@AmericanAir your seat assignment process when Flight Booking Problems is misleading. I'm not paying extra to select a seat.,NA
12978,negative,American,"@AmericanAir why can't you hire a staff that is helpful, informed and nice to it's customers?",Central Time (US & Canada)
12979,negative,American,@AmericanAir from the rude ticket counter employees to forcing my wife on standby and then pushing her down the list.. it was a very bad day,Central Time (US & Canada)
12980,negative,American,"@AmericanAir Agents in DFW were very kind did their best to help, but this doesn't make up for PHX error and attitude! #Americant",Eastern Time (US & Canada)
12981,negative,American,@AmericanAir will not let me reuse my ticket.  Thus I have booked my vacation with Delta!  Never flying on American again......,Eastern Time (US & Canada)
12982,negative,American,@AmericanAir now 2 hrs! Guess I should just hang up &amp; give up on using my award miles before prices jump? Hm thanks http://t.co/LE4H2gTzXZ,Atlantic Time (Canada)
12983,negative,American,@AmericanAir Need to hold or get a call back. Just get hung up on by your phone system for 6+ hours now.,NA
12984,negative,American,"@AmericanAir she was rude, unprofessional,  not helpful in helping me try and get home. As a #aaadvantage #loyal aa customer dissatisfied!",Eastern Time (US & Canada)
12985,negative,American,@AmericanAir work on the comm skills w hate agents at PHX. Said I was confirmed on flight out of DFW &amp; got here and that was only standby.,Eastern Time (US & Canada)
12986,positive,American,@AmericanAir thank you for the assistance,Beijing
12987,negative,American,"@AmericanAir Hello, question, How many balloons do you think it will take to life up one of your planes?",NA
12989,negative,American,"@AmericanAir I'm trying my hardest to not get frustrated, but I am getting no response on email or by phone. AA owes me $500. How do I claim",Pacific Time (US & Canada)
12991,negative,American,@AmericanAir 2nd time in 4 days that my flight has been delayed and my gate agent hasn't said anything! Thanks for the memories. #NeverAgain,Quito
12992,neutral,American,@AmericanAir Thanks for doing that but now it's telling me to go to the airport and check in with an agent-what's up? http://t.co/PfseNJk5Pw,NA
12993,neutral,American,@AmericanAir what's the best number to use?,Pacific Time (US & Canada)
12994,negative,American,@AmericanAir have been in call cue for 11 hours. No call yet. Wife in cue for 9 hours.  Got a call but was hung up on.,Central Time (US & Canada)
12995,negative,American,@AmericanAir been on the phone for 47 minutes...said it would be 10...  Any advice?,Central Time (US & Canada)
12996,positive,American,"@AmericanAir Chicago seen from seat 6A, AA 1620. So far a great ride! On to PDX! http://t.co/X4rsvAGIjN",NA
12997,positive,American,@AmericanAir thanks. Delivery status??,NA
12998,negative,American,@AmericanAir I don't believe it's acceptable to have a ticket # changed after check in time &amp; not be notified. Apparently that's standard.,NA
12999,negative,American,"@AmericanAir I need to complain to AA, but the email form field doesn't allow enough characters for my complaint. Have a real email address?",Pacific Time (US & Canada)
13000,negative,American,@AmericanAir our flight AA 1338 is delayed out of Providenciales and will be missing our connection AA 1651 in Miami to SEA. Who do we call?,Pacific Time (US & Canada)
13001,negative,American,"@AmericanAir here is the ticket they gave me after lying, raising their voice. With no explanation on what happened http://t.co/31cFHtK60r",NA
13002,negative,American,@AmericanAir we did check before going to de airport and everything was fine. #fail,Guadalajara
13003,negative,American,@AmericanAir attached original ticket. flight number was 1672. isn't the experience I thought I would have. Terrible! http://t.co/5SdlyN9MSS,NA
13006,negative,American,@AmericanAir on Feb. 15th your rep gave me the record locator and told me I'd be receiving an email with the itinerary and confirmation.,Quito
13007,negative,American,@AmericanAir This entire process took sooooo long that no decent seats are left.  #customerservice,Pacific Time (US & Canada)
13008,neutral,American,@AmericanAir our flight attendant announced that we have transportation waiting for us for that flight so I think we'll make it.,Mountain Time (US & Canada)
13009,negative,American,@AmericanAir been on hold to reserve award travel for over 1.5 hrs now. Anyone home?? Or is it a crazy weather issue? http://t.co/cEHrOeurC5,Atlantic Time (Canada)
13010,negative,American,@AmericanAir We don't mind the fee! We were told we can't change name on ticket at all.,Eastern Time (US & Canada)
13011,positive,American,@AmericanAir Thank you!!!! I will be there to pick her up on time.,Mountain Time (US & Canada)
13012,negative,American,"@AmericanAir the original receipt lists my flight cost as $89ish, and doesn't reflect the use of a voucher",Hawaii
13013,neutral,American,@AmericanAir so whats the hold up on flight 4302?,NA
13014,positive,American,"@AmericanAir Well, you guys are totally kicking a million pounds of ass. Bar none, the best SM team in the airline industry in my opinion.",Central Time (US & Canada)
13015,negative,American,@AmericanAir Least you could do would be to refund me the one-way ticket I had to buy since you weren't able to accommodate. Thank you.,Quito
13016,negative,American,"@AmericanAir After being patient about my ""delayed"" bags for 5 weeks, I was told that it could take another 3 to 5 weeks. Unacceptable!",Atlantic Time (Canada)
13017,negative,American,@AmericanAir I had to purchase a ticket that I never would have had to buy had the flight not been Cancelled Flightled. Terrible customer service.,Quito
13018,negative,American,"@AmericanAir flt 703, sorry scheduled at 545, phl-mia, a totally chaotic, poorly addressed event.  Sent to three gates in the night",NA
13019,negative,American,@AmericanAir Was told you could only refund me the cost of my original return flight (note: flight you had booked for me was more expensive),Quito
13020,negative,American,"@AmericanAir Not okay. Since you couldn't put me on an earlier flight, I had to buy my own ticket on another airline.",Quito
13021,negative,American,"@AmericanAir Heard back at 7:30 am today, was put on flight tomorrow AM, arriving home at 4 pm. Meaning I'd have to take a 2nd day off work.",Quito
13022,negative,American,"@AmericanAir been @ airport 8hrs been told nothing by anyone until now your rep has said ""we are waiting for the mechanics to finish lunch""!",Pacific Time (US & Canada)
13023,neutral,American,"@AmericanAir Considering it was past midnight, I hung up and called again to receive another service call.",Quito
13024,neutral,American,@AmericanAir can I redeem AAdavantage miles on LAN flights?,Eastern Time (US & Canada)
13025,negative,American,"@AmericanAir, I've tried no less than 8 times today to get in touch with your service desk beginning at 8:30 EST.  I'm having no luck -help!",NA
13026,negative,American,"@AmericanAir Was put on hold for 5.5 hrs then got a call back at 11:20 pm, only to wait on hold for another hour.",Quito
13027,negative,American,@AmericanAir You lost a customer today. Flight today was Cancelled Flightled and I had to find out by calling customer service yesterday.,Quito
13028,negative,American,"@AmericanAir Just called regarding my bag, came in yesterday and no one notified more or updated the online record locator #customerservice",Eastern Time (US & Canada)
13029,negative,American,@AmericanAir to realize your customer service leaves much to be desired and the folks handling the calls could care less...and it shows.,NA
13030,positive,American,@AmericanAir thanks,NA
13031,negative,American,@AmericanAir unacceptable. It's clear losing just one customer doesn't matter to American but how many more bankruptcies will it take,NA
13032,negative,American,@AmericanAir will do on another airline that's more accommodating of its customers. Unable to simply change passengers with notice is simply,NA
13033,neutral,American,@AmericanAir is there a probability that flight 1330 from DFW to DTW will be delayed or Cancelled Flighted?,NA
13034,positive,American,@AmericanAir THANK YOU!!! 👍👍👍👍👍,NA
13035,neutral,American,"@AmericanAir Uhmmm we need @JColeNC down in Dallas,Tx for his tour 😫😫😫",NA
13036,negative,American,@AmericanAir is there a way to reserve my dog’s flight without speaking with a representative? Just was booted from your helpline!,NA
13037,negative,American,@AmericanAir I've been calling you for 3 straight days and no one picks up. Sure there are storms but there are also #customers Holler!,Mountain Time (US & Canada)
13038,negative,American,"@americanair Can you tell me where my luggage is? I was on flight 1644 SNA to DFW and my flight to MKE was Cancelled Flightled, so got rebooked to ORD",Central Time (US & Canada)
13039,negative,American,@AmericanAir it's GTSVYB. It says it's Cancelled Flightled when I try to check.,Quito
13040,positive,American,@AmericanAir thank you. They are processing my refund.,NA
13041,negative,American,"@AmericanAir That's good, I'd expect that but I can't get through on the phone to make any changes. Can I change it online?",Pacific Time (US & Canada)
13042,negative,American,"@AmericanAir ; @USAirways US 728/Feb 21. Unprofessional, unprepared, unsympathetic, lacked communication, and lacked solutions.",NA
13043,positive,American,"@AmericanAir Thanks for asking On second plane after maintenance issue, for flight from ORD to LIT. Sitting at gate in very very warm plane",Central Time (US & Canada)
13044,negative,American,"@AmericanAir hey ho its not me losing any money (only you) just next make sure you stick to the ""flyers right's booklet""",Casablanca
13045,neutral,American,@AmericanAir please dm me,Quito
13046,negative,American,@AmericanAir Trying for 20 hrs to reach agent. Must make change that can't be done on web by 11:59 PST. Had to Cancelled Flight revs ystday.,Pacific Time (US & Canada)
13047,negative,American,"@AmericanAir Oh, and losing my luggage #ridiculous # angrybird # where'smybag",NA
13048,positive,American,@AmericanAir great job and great service in and out of SDF this weekend during the winter storm.,Central Time (US & Canada)
13050,negative,American,"@AmericanAir but don't you worry... @Delta took good care of me... Your loss, their gain.",Central Time (US & Canada)
13051,positive,American,@AmericanAir welcome anyone who works in those conditions deserves a thank you even though I am other side of #Atlantic lol xx,London
