"Response","tweets"
"positive","rt  gastgoapp  we are constantly improving our app and adding new features  we re currently testing  gastgo version 1 04 which will be avai "
"positive","win an hp sprocket plus to print your mobile snaps on the go       enter here   https   t co blg1cqmxpi     comp  https   t co ajefdir3zm"
"neutral","how to show battery percentage on galaxy s10  s10 plus and s10e   iphone https   t co zov60mqtyd https   t co 2cgbnj81jm"
"neutral","           tfbjp  teamfollowback  teamfollowwack  iphone  1000aday  teamhitfollow  follow  openfollow  mustfollow  ipod   dipromosikan"
"positive","how to reset your airpods  https   t co adzofj0xth  airpods  airpods2  airpods2  airpods2  airpods  iphone  apple  technology"
"positive","your last minute  gudipadwa shopping is incomplete without checking out the awesome offers on your favourite  apple  https   t co r1wlgnyna1"
"positive","forgot your  iphone password  here s how to restore access when you re locked out https   t co ma4mbpkke5"
"neutral","insta360 one x 1 18 24  https   t co ueb0ntb7g7 mixed  https   t co jqj49jh9wd  iphone  kirin  qualcomm"
"positive","rt  humbleattitude1  volleyball pattern phone case is available in my teepublic store  link   https   t co ci78djxrny  volleyball  games  g "
"neutral","the first of our herdwicks lambed this morning   iphone  sheep  lambing2019  farndale   sheep farmers  https   t co 1sx9js9afy"
"positive","thanking today s experiences     gratefulsunday  thanksgod  adiwastranusantara2019  pamerankain  budayaindonesia  https   t co lcdaschckw"
"positive","applemusic  apple  news  iphone  ipad  ios9 3  beta1 apple shares new  shot on iphone xs  video exploring the cuban  https   t co gaxnhqrcov"
"negative","report  apple is now all in on creating own modems in pursuit of 5g iphone  read more  https   t co ira3y19vgq  https   t co vsbzhkynlt"
"positive","free iphone mockups made by  extravaganso   mockup  iphone  iphonemockup https   t co wooa5jv26g"
"negative","tips  you know how to use messaging and emails to get things done  but far too many just want to sell you things or  https   t co p2kmlzpu6c"
"neutral","ahhh   tgif    amirite   in this week s episode of  fridayfive  we re playin   what s on my phone       are you  https   t co mhc2k98ovq"
"positive","rt  sales366style  best bargain on samsung galaxy a6 single sim   click on link in bio or send a dm for this and many more hot deals    sal "
"positive","rt  digidna  is your  ios data safe  if it s not  you can fix this by backing up your  iphone or  ipad with  imazing     enter this awesome "
"neutral","rt  zgamer70008000  8 ball pool  314 4 double pots in a row  8ballpool  8ball  gamestagram  iphone  blog  gaming  https   t co mgrvi6fona"
"negative","earth   shot on  iphone     photography  fridayfeeling  fridaymotivation  dc  wallscape 002  ooh  https   t co wb027zsei7"
"positive"," keepcalm and  hike on  gifts https   t co zpartcniru  keychains  mugs  buttons  iphone cases  dog  tshirt https   t co 72uz0zfjr6"
"neutral","college students allegedly scammed apple out of nearly  1m in iphone replacements https   t co cncpcxd6bk  https   t co j83zerrzgg"
"positive","looks like a firework  i wonder if this one is an onion flower   nice  gardening  farming  beauty  flower  plant  https   t co ataqnfdd8i"
"positive","best bargain on apple iphone 7 plus   click on link in bio or send a dm for this and many more hot deals    https   t co qjk6vdjpk1"
"positive","best bargain on samsung galaxy a6 single sim   click on link in bio or send a dm for this and many more hot deals    https   t co ofp0gu8x9y"
"positive","best bargain on iphone 7 plus    send a dm or click on link in bio for this and many more hot deals     sales366  https   t co qmxfaf24fs"
"negative","what is this lies of  5ge i see on my  iphone   att"
"positive"," askari mall of kharian introduce mobile market shops   booking starts from rs  35 lakh       contact now for detai  https   t co cmmeek5pdh"
"positive","for iphone x xs max xr shockproof plating clear slim hybrid bumper case cover price   4 95 buy at ebay here   https   t co hlmkopzmtq"
"neutral","     wallpapers  iphone    erasure  wallpaper for      iphonexsmax    iphonexs    iphonex    iphonexr   all other  https   t co zoorenkzqy"
"neutral","look up    shotoniphone  tim cook  apple  pschiller  iphonexs  iphone  apple    https   t co lpbcakswpf"
"neutral"," apple  iphone  iphonexsmax  portrait  coffee  specialtycoffee  flatwhite  cortado  doha  qatar  nr doha   green be  https   t co 4sqdkxdzn4"
"positive"," android v  ios 2019  ios is no longer sweden s most popular mobile os  but  iphone popularity continues to grow in  https   t co 02mlfncopg"
"negative","i swear  if i didn t have an  iphone  i d be asleep  hours earlier every night"
"negative","we ve got to know       samsung note 10  or  apple iphone x    and why   leave your comments below     customer  https   t co y4qltwmlxz"
"positive","movie casting jobs in  atlanta https   t co tfm2vdl0cf  free on  iphone   android  and  amazon  appstore   casting  https   t co bzp4ejjkiv"
"positive","hey guys  fire tablets https   t co 2ij5ontciy  shopping  price  money  coupon  car  tv  video  aws  prime  https   t co ewzoidmkbc"
"positive","we would like to wish you an amazing day  make every minute count  tls  today  iphone  accessories  news  life  https   t co vbztzju5no"
"positive"," ios  tips  found a  wallpaper worthy  picture in your  iphone s photo gallery  simply select it and open the share  https   t co uvksg7h68o"
"positive","welcome welcome   single by warnp  warnp  therealwarnp  philosopherentertainment  philosopherent itunes   https   t co iaadibxgsi"
"positive"," zerogravity  iphone xs case   badge  losangeles ca              birthday gift   to myself     https   t co 0mlurxpfev"
"positive","hey guys  kindle e reader https   t co rpgttodmsn  shopping  price  car  money  coupon  tv  video  aws  prime  https   t co mvausmophq"
"negative","price drop   death worm  on sale for  iphone  ipad  1 99  gt  gt   0 99 https   t co qa20uwgv23 https   t co 1d75no50zd"
"neutral"," qiwireless  wirelesscharger for  iphone  applewatch dock  amp   airpods    smartalecases https   t co oukpot9mrf"
"positive","how to use airpods for calls  music and siri etc  without using iphone and ipad etc   https   t co tfmjmciceg  https   t co yb0e7dudce"
"neutral","rt  preldoxnl   wallpaper  iphonexsmax  iphonexs  iphone  wallpapers  hdwallpaper  scenery  screenshot  phonewallpaper  samsung  digitalart "
"neutral"," 3in1 dock for  iphone  applewatch  airpods    smartalecases https   t co whdd0ajfwv"
"positive","rt  whatalifestudio  free shipping worldwide orders  35   https   t co mhszbfzx8i     casetify  art  artist  illustration  popart  graphicd "
"negative","is it cold in the water     flumemusic    applemusic   iphone  https   t co fqzhodu6be"
"positive","get your perfect print with the  canon 450 ink cartridge  call   08140000114 https   t co vgwl9thme6  https   t co jbjpr2ifmx"
"neutral","it s official  tim cook this is my last  iphone and i m going to  samsungmobile  samsungmobileus for my next  https   t co 3mzjrmgt97"
"neutral","get your hands on one of our latest iphones we have waiting in store for you today     gameilkeston  https   t co 74wahbipwm"
"neutral","rt  zgamer70008000  8 ball pool  314 4 double pots in a row  8ballpool  8ball  gamestagram  iphone  blog  gaming  https   t co 5gv5m2oy3z"
"neutral","rt  xbrlstandard  rt vg fcos lines of  software code required to run the  space shuttle  your  iphone and  google  wef   enricomolinari  in "
"negative","how to fix iphone touch screen not working issues https   t co yd3umemoza  iphone  iphoneonly  ios  touchscreen  https   t co uulppxfz3u"
"negative"," apple  iphone  applesupport https   t co ssnkznjohd we know apple discussion forums are crap  just search on googl  https   t co 2ybm1lm1en"
"positive","it s april 05  2019 at 09 45am  good morning unlocker  we unlock all  apple  iphone 7   7 plus  sprint  tmobile  att instantunlock  nfb"
"positive","wireless bluetooth metal speaker   gamingdevices  accessories  phone  android  iphone  phone https   t co qyejl6iqrh"
"positive"," win a powerful  portable  charger from  ravpower  recharge that  iphone   ipad or  android  smartphone   samsung   https   t co ejbwbtxamo"
"positive","playstation store s updated refund policy lets you change your mind within 14 days  sony s changed its playstation  https   t co 86wrtkbjeh"
"neutral","8 ball pool  314 4 double pots in a row  8ballpool  8ball  gamestagram  iphone  blog  gaming  miniclip  gaminglife  https   t co aoilxlqoqg"
"neutral","i need help with my  iphone  i ve tried everything on their website but i can t fix it  i cannot figure out how to  https   t co aapduybr3h"
"neutral","rt  ar72014   wallpapers  homescreen  lockscreen   download my last bands  wallpaper for     iphonexsmax     iphonexr    iphonexs     iphon "
"positive","free shipping worldwide orders  35   https   t co mhszbfzx8i     casetify  art  artist  illustration  popart  https   t co 8mfuruihue"
"positive","is your  ios data safe  if it s not  you can fix this by backing up your  iphone or  ipad with  imazing     enter t  https   t co za2b7mzuxq"
"negative","rt  aeizlita  coral reef inspired iphone samsung  variations  tough cases    neon  swirl  pattern  rainbow  glossy  matte  abstract  design "
"negative"," medium series  explode your readership   via  smedian network     medium  blog  writing  snapchat  instagram  https   t co gukreqweuc"
"negative","coral reef inspired iphone samsung  variations  tough cases    neon  swirl  pattern  rainbow  glossy  matte  https   t co kencfjffr9"
"negative","i phone  photography trick https   t co q0gpvgj1sh via  youtube  iphone  iphonephoto  iphonephotography  iphonetricks"
"neutral"," wallpaper  iphonexsmax  iphonexs  iphone  wallpapers  hdwallpaper  scenery  screenshot  phonewallpaper  samsung  https   t co y8te2byp91"
"positive","loving the idea that the latest  iphone update includes the ability for  siri to play videos from your ios device o  https   t co 3kgak9k9mf"
"positive","the best iphone apps available right now  april 2019  https   t co yvyeb9y4al via  digitaltrends  iphone  mobile https   t co en3ollzeau"
"positive","tgif    toprated  april  sales   friend  happy  shopaholic  instagram  shop  instadaily  ipad  iphone  ebay  amazon  https   t co vz40q3brbh"
"negative"," ladbible  benjaminhopton when your  apple  iphone fell in  lake  windermere  lakewindermere"
"positive","magnetic phone holder on xiaomi pocophone f1 huawei car gps air vent mount magnet cell phone stand holder for iphon  https   t co hgvn5zy0pi"
"negative","  apple stops signing ios 12 1 4 after ios 12 2 release https   t co 1smnv7nf2w  jailbreaknews  iphone  ios12"
"positive"," best 5s case  iphone leather case  iphone 5s leather case https   t co arcowxqyob https   t co 7abhirfduy"
"positive"," iphone support coming soon  fromthearchives https   t co bhq4wyxv0o"
"positive","swap your smashed phone    for a new one or cash it    visit  techhouse stores   https   t co 7qm5pk2sdi      https   t co x3z30ze05f"
"positive","swap your smashed phone    for a new one or cash it    visit  techhouse stores   https   t co 5n2cqn1cge      https   t co bhv0mk3xae"
"positive","swap your smashed phone    for a new one or cash it    visit  techhouse stores   https   t co wbqcv5nf0g      https   t co baf3mkavvx"
"neutral","protect yourself  amp  your  cellphone acct  online   cybersecupdate  cyber  winknews  925fmfoxnews  fraud  https   t co ksxzp3x3kq"
"positive","20  off  phonecases today   gifts  art  iphone  samsung  samsunggalaxy  movies  anime  80s  fantasy  videogames  https   t co cwwlrab60y"
"positive","new wallpaper added to  iphone wallpapers   apple  iphone  wallpaper https   t co xrchxrj9jw"
"positive","great new quadratic calc app https   t co l6xgk2ed4y  math  techtalk  iphone  ipad  mathchat  teachers  tech  https   t co ww4kscnfn3"
"neutral","friends forever   shotoniphone  shotoniphonexsmax  shotoniphone6s  apple  iphone   pic  picoftheday  photography  https   t co gubclcd56x"
"neutral","rt  techinrl  how to reset your airpods  https   t co adzofj0xth  airpods  airpods2  airpods2  airpods2  airpods  iphone  apple"
"neutral","  see u  casetify  iphone  phonecase  eye  phonecover https   t co 9r3zb1hwtp"
"positive","people who like iphones  why  i ve just been forced to have one as a work phone  you can t even use the headphones  https   t co sagofkux57"
"positive","win an hp sprocket plus to print your mobile snaps on the go       enter here   https   t co 97gklshinc     comp  https   t co eihrdszeqf"
"positive","be always happy  show always your smile  dress your phone according to your mood     me  myself  iphone  https   t co 7sa38ax79e"
"positive","the best  iphone apps available right now  april 2019  https   t co nfwlmuwqhb"
"positive","apple iphone xr   17000 off at suprememobiles  additional cashback on hdfcbank credit card  amp  debit card  to grab th  https   t co bhl8t2gbwe"
"positive"," before buying a  smarthome devices make sure they are compatible   well  that s history  now  with hos smart home  https   t co muacckzpwq"
"positive","check out our new  phone cases   we re adding at least 20 new designs a week     iphone  case  samsung  xddesigns  https   t co gqtdb6ltpm"
"positive","new  apple  iphone promotions at  sprint for april and may 2019  free iphones   150 prepaid mastercards  and more   https   t co g9hp1czf9k"
"negative","apple  iphone  xr gets price cut of rs 17 000 https   t co c5ajrctkyl"
"neutral","updated pythagorean calc  app https   t co jizwqhioai  math  techtalk  iphone  ipad  mathchat  teachers  tech  https   t co tq7p83hgkd"
"positive","safari  evolution tv   apple tvos visit itunes now to download for   free  click copy below link for   free   downl  https   t co x4vdxzsiup"
"neutral","make the most of your apple watch  https   t co u4aqxlqcwl   applewatchseries4  applewatch4  applewatch5  https   t co r4pg83q6jh"
"neutral","i use this app all the time to scan in documents  manuals  recipes etc  it turns it into a  pdf that you can email  https   t co 95oyc1bvei"
"negative"," condomemoji should be a thing for you  iphone users   but real  condoms are a thing for everyone to use  stop by o  https   t co tauttt5ejw"
"negative","get the products you want today for a small weekly fee  tv s  washingmachines  cookers  beds  settees  ps4  iphone https   t co 0pc1haq434"
"positive"," spring is a great time to prepare for the next  school year  get your kids ahead of class by having them learn the  https   t co mxalvn7oob"
"positive","lawsuit claims larry page didn t get board approval and personally approved a  150m stock grant to andy rubin despi  https   t co vgg2jwrva0"
"positive","lawsuit claims larry page didn t get board approval and personally approved a  150m stock grant to andy rubin despi  https   t co e1vfgiem9d"
"positive","rt  program spirit  10 key benefits of swift for ios app development  swift  ios  iosdev  swiftlang  iphone  objectivec  apple https   t co "
"negative","being chauffeured in a  rollsroyce with an outdated  iphone is how the lady s of  sellingsunset roll   confused   a  https   t co r95atzosrh"
"negative","rt  rajkamaloo7   luqzone  mobile phone tempered glass backcover shop   online   luqzonetemperedglass   temperedglass  headphones  mobileph "
"positive","rt  rajkamaloo7   luqzone  apple iphone mobile case  onlyonluqzone shop online visit our website luqzone  luqzonebrand  luqzone  luqzonemob "
"positive"," frecowang dude i want to win one because i want to gift it to my mom as she is a big fan of apple want to gift an  https   t co mjgg0psufm"
"positive","iphone se 16gb ee   dm me for info  iphone  apple  refurbishediphone  iphonese  ee  16gb  white  usediphone  mobile  https   t co 3uhsqrkyuu"
"neutral"," iphone ringtone goes off and everyone starts looking at their phone  lmao yall have the same ringtone"
"neutral","ios interview questions and answers   ios 10  11  12  13 https   t co mu4otvuhec  mobile  ios10  ios11  ios12  https   t co hafbpysbzr"
"positive","morning babies i m online all day giving away iphone xmas first 20 babies to like  rt  and follow stand the chance  https   t co 2aqh16pivu"
"positive","4 ways to keep your phone safe and secure  https   t co w8irbyuvbq   twitter  phone  smartphone  socialmedia  https   t co bgh3ejdlo0"
"neutral","rt  irobinpro  fix iphone  ipad keeps disconnecting from usb with pc or mac  tamil  https   t co hvthn1xv4h   iphone  apple  tamil  tech  i "
"positive","morning babies i m online all day giving away iphone xmas first 20 babies to like  rt  and follow stand the chance  https   t co sfnv84miom"
"positive","thinking about jumping from  iphone to  samsung   take a look at the exciting s10 features you won t find on any ip  https   t co omfyqwfiak"
"positive","iphone other space  reclaim your storage https   t co wqo0iun70p  iphone  ipad  apple"
"positive"," iphonecase  iphone  apple  smartphonecase 3d cute cartoon garfield cat iphone case just  15 34 https   t co xn3llgzof6"
"positive","world word match  a game that you can download on your  android or  iphone to help you learn a new language  androi  https   t co jtz5pwwlik"
"positive","just some cool shots grabbed on the  iphone     kettering  detroit https   t co f6xpbfcerm"
"neutral","anyone know where my space gone on my iphone  ios  iphone  jailbreak https   t co 2pgar9mp8e"
"neutral","we think its pronounced caramel   nationalcaramelday  qtrak  qtrakapp  download  appstore  iphone  ipad  https   t co 79fiy4qv4c"
"positive","i m taking today as a day to thank y all  follow my lead and thank them below    likeforlikes  likeforfollow  https   t co zpg48xqdiq"
"positive","it s friday  time to party    who has that friday feeling this afternoon  https   t co e7wr6lbtz9  friday  https   t co umnkn58ohd"
"positive"," bleach  iphone  anime bleach wallpaper big update   you can get 2013 calendar   https   t co o0vwtkfgg2 fit iphone  https   t co m4w3aarrwh"
"neutral","rt  ant wavey  who tryna play 8 ball  imessage  iphone  iphonegames  imessagegames"
"neutral","who tryna play 8 ball  imessage  iphone  iphonegames  imessagegames"
"positive","rt  markuk97  gold on red and black circular mandala iphone cases  amp  covers https   t co 4mpa1oxc2m via  redbubble  gold  circles  mandala   "
"neutral","rt  markuk97  repeating overlapping circles pattern iphone cases  amp  covers https   t co r0a09fy5zr via  redbubble  repeating  circles  iphon "
"negative","are  ios  apps asking for too many permissions  a study by  wandera looks into the personal  data your apps are req  https   t co ncwfbf3sq5"
"positive","it seems that apple has reached a cap in their business strategy  and must transition to a more flexible model   ap  https   t co 7rzgd50moe"
"positive","hey guys  videos in https   t co rpgttodmsn  shopping  price  money  coupon  tv  video  aws  prime  primevideo  https   t co amq7hrl0x7"
"negative","xbox from  7 a week get the products you want today for a small weekly fee  tv s  settees  iphone  xbox  https   t co zsds7qohe5"
"positive","grab your old  new mobile from one of the most trusted old mobile seller  exchangemobi with emi option with bajaj f  https   t co toay5obkoz"
"negative","ps4 from  7 a week get the products you want today for a small weekly fee  tv s  settees  ps4  iphone  https   t co tbf4e8egln"
"neutral","buying batteries at target   pattern  texture  abstract  carts  iphone  shotpniphone  iphone8plus  mastinlabs  https   t co 0dj3grc1hr"
"positive","rt  assetsciencellc  apple and your right to repair  interesting article by  fastcompany  https   t co nnbfbe6xtw  iphone  apple  righttore "
"positive","rt  bigcmobilesind  the  iphonexr is brilliant in every shade  grab the most  trending phone at its best ever price with amazing  discounts "
"positive","rt  iparts4uonline  still can t get over how well these cases have been received by our customers  so much love for the military grade seri "
"neutral","hi  sanjula thx follow us  instantunlock  apple  samsung  iphone  unlock https   t co oehnr3rqmr  nfb https   t co mgmnowmzxw"
"positive","rt  ministerbarry   bible verse found with uplifting psalms daily by  roboticode for  android  iphone  kindle   dailyinspiration https   t  "
"negative","  apple and  samsung s pricey phone strategies run head on into reality  prices up  20  every year  last year s app  https   t co fovz30cjaj"
"positive","rt  ikssocial  wireless bluetooth earphone with charging box iksmarkets   things and more shop   https   t co db18q66btq tag  follow and sh "
"positive","wireless bluetooth earphone with charging box iksmarkets   things and more shop   https   t co db18q66btq tag  foll  https   t co dqhsoiechk"
"neutral","weekend vibe               weekend  klaoinkl  malaysia    malaysia  womenwhotravel  kualalumpur  travelholic  https   t co j4plqq6dsi"
"neutral","tips to use siri shortcuts with apple news on  iphone and  ipad  https   t co nodgjlkyhv https   t co xmp62konpr"
"negative","rt  esist me   stayinformed  technology  android smartphones haven t beaten the  iphone but are narrowing the gap  suggests cowen analysts  "
"positive","rt  powerpage  purported component adds to triple camera theory for some 2019 model iphones  https   t co xruct3elpm   apple  iphone  iphon "
"positive","thank u  next phone case      iphonecase  phonecase  iphone  case  phone  iphone6  iphone7  iphone8  iphonex  https   t co 1yvckkggkg"
"negative","i like the contrast on the horse s mane in this pic  shot and edited with   apple   iphone x https   t co vwcjyd4dnk"
"positive","purported component adds to triple camera theory for some 2019 model iphones  https   t co xruct3elpm   apple  https   t co fxyi5sunqd"
"negative"," stayinformed  technology  android smartphones haven t beaten the  iphone but are narrowing the gap  suggests cowen  https   t co 4w6ndnvc3b"
"positive","rt  techeblog   apple  iphone xe with a 4 8  oled display could be coming  here s what it might look like  https   t co v56zfossxv  iphonex "
"positive","5 reasons why the iphone is a poor choice for portable audio  now up at https   t co puwa6rz6pt   darkoaudio  https   t co phg2qasvxe"
"positive"," bible verse found with words of the father daily by  roboticode for  android  iphone  kindle   dailyinspiration https   t co 2szyuwmp79"
"positive","wireless fast charger for all devices  computers  laptops  hack  screen  iphone https   t co ddqsbyu6cl"
"neutral","trio de courgettes  v g tal  s rie  herbier  2 0  courgette  cucurbitac s  l gumes  jardin  nature  71  iphone  https   t co 9edmptgtqb"
"positive","decent battery life would be nice    time2talk  time2talkswansea  mobilephones  phonerepairs  apple  iphone  https   t co s0dauo0dgx"
"positive"," apple my iphone 7 sound and video won t match on any of my youtube instagram stories to watch   any video  can you please help   iphone"
"positive","whatsapp for ios is free to download from app store and comes with similar features as available for android versio  https   t co vjsqmfl8ey"
"positive","whatsapp for ios is free to download from app store and comes with similar features as available for android versio  https   t co f9wsbammkr"
"negative","nintendo switch game files found in risk of rain 2 s pc release  when risk of rain 2 launched last week on pc  fans  https   t co a5fhnuyemn"
"negative","reposting  capturewithphone    via  crowdfire    the black sea at uruguay it is really that black  comment down you  https   t co 1gekpdadm9"
"positive","here s what you can control on your phone   home temperature home lighting home entertainment door locks blinds sec  https   t co t3zcecm4mc"
"positive","best  iphone  calendar apps for 2019   cnet   https   t co pzilbnbh8p"
"positive","hi i sell phone accessories  business page on instagram lucyaccessiories6 here is a few for my iphone users  kindly  https   t co vorlzmzc8v"
"neutral","price drop   digits tape calculator  on sale for  iphone  ipad  3 99  gt  gt   1 99 https   t co ouyveuxdlb https   t co 50rbmuyush"
"negative","rt  hovellinghermit  are you an  apple  iphone owner with a water damaged phone  apple will tell you that you have lost your data for good  "
"positive","what these amazing products click the click here and shop my store of artwork   https   t co iodcwi70v7  store  https   t co ytxsd5y8cp"
"positive","morning babies i m online all day giving away iphone xmas first 20 babies to like  rt  and follow stand the chance  https   t co ig6autz7sb"
"positive","flying pet cockatiel parrot  iphone case https   t co ghqhwycy2f via  thecatinblack   iphone case  shopping https   t co miukzwptvg"
"neutral","rt  ncceducation  during the first live  iphone presentation   stevejobs had to frequently switch phones behind his desk  otherwise  it wou "
"positive","rt  chrisdof  missing steve jobs   beautiful morning       stevejobs  apple  imac  iphone  iwatch   greater accra region https   t co pukh6 "
"positive","budgie parrots in ferns  iphone case https   t co dtpe2bgspb via  thecatinblack  technology  gifts https   t co uctkoig6yt"
"negative","cockatiels in forget me nots  iphone case https   t co rpl2pxyutv via  thecatinblack  tech  phone https   t co ozkzze6c5e"
"positive","found this with prayers  amp  blessings daily by  roboticode for  android  iphone  kindle   dailyinspiration https   t co cq7i8vznch"
"positive","good morning from  hutchinson  island  florida  iphone  stormhour  weatherchannel  realsaltlife  spann  usasunrise https   t co 1tsy8sx7ul"
"negative"," android smartphones haven t beaten the  iphone but are narrowing the gap  suggests cowen analysts  with  huawei an  https   t co 9nglxtzg1k"
"negative"," android smartphones haven t beaten the  iphone but are narrowing the gap  suggests cowen analysts  with  huawei an  https   t co 0nwcqk4o8p"
"positive","finally  iphone 7 no probs   everything good    here s hoping apple keeps to this level of software quality   ios12  https   t co nidbyreqqn"
"negative"," android smartphones haven t beaten the  iphone but are narrowing the gap  suggests cowen analysts  with  huawei an  https   t co cgi9qe06ux"
"positive","rt  jin store  the next generation  you guys know what is this    iphone  apple https   t co btzcrpyvow"
"positive","rt  technology lte  the startup that secretly runs the internet just got acquired by one of its biggest rivals for  670 million  matt weinb "
"positive","the startup that secretly runs the internet just got acquired by one of its biggest rivals for  670 million  matt w  https   t co kph6suhwvg"
"positive","the startup that secretly runs the internet just got acquired by one of its biggest rivals for  670 million  matt w  https   t co ic3zktvcib"
"positive","the startup that secretly runs the internet just got acquired by one of its biggest rivals for  670 million  matt w  https   t co dy1n8iuljq"
"positive","siri  i m pretty sure you re prematurely excited about that extra hours sleep tomorrow night  daylight savings in a  https   t co eegc5x7x0d"
"positive","rt  radim kacer  minimalist  wallpaper  original  hdwallpaper for  phone  free  download https   t co tlvijnacoh     screen  fashion  iphon "
"positive"," autism  mom  unbreakable now  available https   t co jwoleetnac  mug  totebag  iphone  case autism  awareness  https   t co 3hf4hn2zqy"
"positive","came spring  blooming cherry blossoms   it s beautifully japan   japan  japanese  japan of insta  flowers  spring  https   t co expat2kfhe"
"positive","rt  sgtalcastro  facing waning  iphone sales  apple is looking for future lucrative business  apple is launching a credit card and boosting "
"neutral","is it just a coincidence or is your phone listening to you  https   t co rbxqynzcz2  phones  apps  advertising  https   t co eioaqmgeic"
"positive","apple arcade   apple event march 25  2019   https   t co 3tfaqhfahq   appleevent                 applearcade  https   t co gmd7jeyxpb"
"neutral","during the first live  iphone presentation   stevejobs had to frequently switch phones behind his desk  otherwise   https   t co q2psl35leb"
"negative","smart cool hikone iphone repair shop at hikone city  shiga in japan  we can fix iphone issues  screen cracked batte  https   t co otdifslpvp"
"positive","rt  platinumrepairs  take advantage of our low prices on screen repairs for the iphone 8  amp  8plus  give us a call on 010 594 7588  or email "
"neutral","be nothing more than gangsters  download the application mysterius with your friends   applestore    https   t co xfv0dlbti0"
"neutral","me at a buffet  cat  ctto  feline  catlovers  wanderlust  pet  pets  mustlovecats  memes  furball  iphone  https   t co mx2y6f9vpo"
"positive","avail the excellent rs 17 000  discount and 10  5   cashback from hdfc bank on  apple  iphone xr at poorvika mobile  https   t co tjnltclolg"
"positive","the final japan photo        redpumpkin  yayoikusama  naoshima  japan  travel  seetheworld  art  contemporaryart  https   t co hrjbpkb409"
"positive","iphone  amp  ipad app price drops   april 5  2019 https   t co u07gidspwb  apps  deals  new  sale  free  iphone  ipad https   t co tyif5vfpgg"
"positive","iphone  amp  ipad apps gone free   april 5  2019 https   t co 30lqhaom0a  apps  deals  new  sale  free  iphone  ipad https   t co w0il70hbau"
"positive","newly released iphone  amp  ipad apps   april 5  2019 https   t co cxxdgijxam  apps  deals  new  sale  free  iphone  https   t co larqjvzr04"
"neutral"," deals  684 99 usd   apple iphone x   64gb   silver   factory gsm unlocked at amp t   t mobile smartphone  https   t co nzumuziudp"
"positive","hey there  you should come and checkout our new products  sonny apples and all the others  sony  apple  iphone  https   t co gxmbsw78zo"
"positive","bergerac here we come    transavia  france  flying  boeing  b737  green  rotterdam  blue  sky  airport  iphone  https   t co lfvq8mpcis"
"positive","rt  alexparks525   15 bucks a month   mint mobile phone plans   unlimited 4g lte talk  text  and data plans as low as  15 month  https   t  "
"positive"," bible verse found with words of apostles daily by  roboticode for  android  iphone  kindle   dailyinspiration https   t co egeeiuttk2"
"positive"," bible verse found with wise proverbs daily by  roboticode for  android  iphone  kindle   dailyinspiration https   t co el0ko4fcnx"
"positive","interesting that my gut feeling that 100  of doctors are  iphone users is in fact wrong  read by  qxmd  analytics s  https   t co 0xjcws57vk"
"positive","take advantage of our low prices on screen repairs for the iphone 8  amp  8plus  give us a call on 010 594 7588  or ema  https   t co j641vtifvz"
"positive","need to replace microsoft band for iphone   stepwise lets you keep track of your daily steps and is available for f  https   t co nhmaesl0pd"
"negative","are you an  apple  iphone owner with a water damaged phone  apple will tell you that you have lost your data for go  https   t co zsagxjpk4k"
"positive","missing steve jobs   beautiful morning       stevejobs  apple  imac  iphone  iwatch   greater accra region https   t co pukh6chgal"
"positive"," bible verse found with words of jesus each day by  roboticode for  android  iphone  kindle   dailyinspiration https   t co ljlicbtw5k"
"positive","tech armor iphone x ballistic glass complete protection get yours here  https   t co nf0qqr1yqz    iphone x glass c  https   t co tsq9crzgxd"
"positive"," hey siri  ignore the lock screen    gt it s really easy to message anyone from a locked  iphone even if it s not your  https   t co azfsuxcohr"
"positive","rt  babyboypics  happy friday it s go time  have an awesome day                         newyork  newjersey  brooklyn  nyc  ny  apple  trave "
"positive"," it will arrive at your door repackaged in a certified box and with the appropriate charger    https   t co pjt1oxwnvj"
"positive","prefer to keep your  iphone for a few years   great   we ve got accessories for many years models  https   t co 4dueimyz29"
"positive","when will an  iphone bring you money  exactly   werlaunch  lemonadestand enabled iphone app to start your business  https   t co 10iwvqgzfp"
"positive","hey guys  sports  amp  fitness in https   t co rpgttodmsn  shopping  price  money  coupon  tv  car  video  aws  prime  https   t co ulzbdrpgco"
"positive","premium quality phone skins click gt  https   t co pahspm0y1x  iphone6  iphone  samsung  tablet  apple  tablet https   t co cxyegsj92d"
"neutral"," wallpapers  iphone  geometric  lockscreen  apple  abstract  devices  homescreen  geometric  wallpapers for   https   t co ms6y4ehzi4"
"neutral"," wallpapers  iphone  geometric  lockscreen  apple  abstract  devices  homescreen  geometric  wallpapers for   https   t co b8vdi1zpwz"
"neutral"," wallpapers  iphone  geometric  lockscreen  apple  abstract  devices  homescreen  geometric  wallpapers for   https   t co 2bqpmmnbnc"
"neutral","rt  majoihart  intensity by majoih    artscase    artscase eu  https   t co ibec4sgwk7     iphone  iphones  iphonex  iphonecase  protectyou "
"negative","every single one of us is entitled to be our true self  without judgments and finger pointing   https   t co cckfpovked"
"neutral","rt  infltr app  the iphone s camera used to be a selling point  https   t co 2glbi2ciot   iphone  camera  photography  fridayfeeling  marke "
"positive","  nail      beautifulpeople  photo  nail  girl  hair  makeup  followme  cute                                    https   t co 3am3dhvmjf"
"positive","pop up with audio  fredsanford voice  ya gotta wash your ass   gee thanks  iphone    sdcc2019 https   t co rfeflqmzs0"
