"","airline_sentiment","airline_sentiment_confidence","negativereason","negativereason_confidence","airline","text","tweet_coord","tweet_location","user_timezone"
"14117","negative",1,"Can't Tell",0.6613,"American","@AmericanAir we are through. I can quit you. I am. The nonsense &amp; lies are a colossal infringement you can no longer get away with",NA,"Dallas, Texas","Mountain Time (US & Canada)"
"14118","negative",0.6701,"Late Flight",0.3849,"American","@AmericanAir 719. Looks like we are about to get going, finally!",NA,"Far From Home","Eastern Time (US & Canada)"
"14119","negative",1,"Customer Service Issue",0.6579,"American","@AmericanAir @JimDayTV no, you couldn't care less. That's why their customer service is run by bots",NA,"Pekin","Eastern Time (US & Canada)"
"14120","negative",1,"Customer Service Issue",1,"American","@AmericanAir pls tell me how to get a person on the phone asap",NA,"Philadelphia","Quito"
"14121","negative",1,"Customer Service Issue",0.6987,"American","@AmericanAir I have a Cancelled Flighted flight tomorrow morning and the 800 number did nothing! Please! I just want to go home!",NA,NA,"Alaska"
"14122","neutral",1,NA,NA,"American","@AmericanAir you wont allow calls? My husband has a ticket but it looks like all the seats are taken? I cant even call.",NA,"Philadelphia","Quito"
"14123","negative",1,"Late Flight",0.3601,"American","@AmericanAir yes but we HAVE TO GET HOME TOMORROW!!!! Please",NA,NA,NA
"14124","negative",1,"Late Flight",0.3706,"American","@AmericanAir unfriendly unhelpful agents. Unannounced gate changes. Delayed flight that we found out about by word of mouth",NA,NA,"Pacific Time (US & Canada)"
"14125","negative",1,"Late Flight",1,"American","@AmericanAir flight 3056 still sitting at DFW waiting for baggage to be loaded",NA,"Springfield, Illinois","Central Time (US & Canada)"
"14126","negative",0.6732,"Flight Booking Problems",0.3791,"American","@AmericanAir I tried several times to select seats. The only ones ever available would've cost me $30 extra per seat.",NA,NA,NA
"14127","negative",1,"Late Flight",1,"American","@AmericanAir we need a miracle @slcairport please help flight 1228 get out of here by 640 #FingersCrossed #pleasegod #missmykids",NA,"Buda Texas","Central Time (US & Canada)"
"14128","neutral",0.6553,NA,0,"American","@AmericanAir 3198 to AEX. Is it still going?",NA,"Natchitoches, LA",NA
"14129","negative",1,"longlines",0.633,"American","@AmericanAir i do not want to stay overnight at this airport! I have been here since 11 am this morning!",NA,"KY","Eastern Time (US & Canada)"
"14131","negative",1,"Customer Service Issue",0.3849,"American","@AmericanAir Trying to rebook a flight with you because of Cancelled Flightlation is a nightmare.  I was hung up on once. Can you help me rebook?",NA,NA,"Eastern Time (US & Canada)"
"14132","negative",1,"Customer Service Issue",0.7282,"American","@AmericanAir i have tried getting help from agents, the phone, twitter, and FB. Can no one at American Airlines help me?",NA,"KY","Eastern Time (US & Canada)"
"14133","negative",1,"Can't Tell",1,"American","@AmericanAir Close down",NA,"Indiana","Bogota"
"14134","positive",0.6541,NA,NA,"American","@AmericanAir it was 1265 coming and next catching 2396 home to DCA. Let's get another great leg too tonight!",NA,"ÜT: 38.830712,-77.110175","Eastern Time (US & Canada)"
"14135","positive",1,NA,NA,"American","@AmericanAir i appreciate your apology. Sincerely. Thank you. That's really all I ever wanted to begin with.",NA,NA,NA
"14136","negative",1,"Late Flight",0.6278,"American","@AmericanAir AA 100 - good job overselling this flight. Delayed 90 minutes to deplane the overflow passengers' bags.",NA,"New York","Quito"
"14137","negative",1,"Customer Service Issue",0.6579,"American","@AmericanAir I’ve been on the line waiting for 40 minutes again.",NA,"NYC","Santiago"
"14138","negative",1,"Customer Service Issue",1,"American","@AmericanAir you know nothing about customer service and I'll make sure everyone knows it",NA,NA,NA
"14139","negative",1,"Cancelled Flight",1,"American","@AmericanAir I understand flight Cancelled Flightation but not being able to get through to change that flight for 6 hrs is not acceptable.",NA,"Jacksonville Florida",NA
"14140","negative",1,"Customer Service Issue",0.6524,"American","@AmericanAir now I have to pay for a hotel a car ride miss classes which I pay 30k for and miss work and you tell me to talk to someone",NA,NA,NA
"14141","negative",1,"Customer Service Issue",1,"American","@AmericanAir your 1800 kept hanging up on me and made me miss a second flight",NA,NA,NA
"14142","negative",1,"Lost Luggage",1,"American","@AmericanAir yeah that's not helping. Having my bag shipped to the correct city the first time probably would have helped.",NA,NA,NA
"14143","negative",1,"Customer Service Issue",0.6404,"American","@AmericanAir I did 50 times and no one was helpful I'm missing work nd school nd the manager REM from mia told me he didn't want to talk us",NA,NA,NA
"14144","negative",1,"Cancelled Flight",1,"American","@AmericanAir My flight to @dfwairport was Cancelled Flightled. Mess ensued. Please thank the awesome Marcos (Concierge Key @ GRU) for sorting it out!",NA,"I'm everywhere.","Brasilia"
"14145","negative",1,"Customer Service Issue",1,"American","@AmericanAir I haven't been rebooked. I called and left my number for a callback but haven't heard anything and my flight is tomorrow. :(",NA,"Lafayette, LA",NA
"14146","negative",1,"Late Flight",1,"American","@AmericanAir not enough push crews for JFK = 1.5 he delay and counting....",NA,"Brooklyn","Eastern Time (US & Canada)"
"14147","negative",1,"Late Flight",0.6677,"American","@AmericanAir I cannot believe how long flight 759 PHI  is taking. I know it's US Airways but you own it. I would really like to get home.",NA,"Indiana","Eastern Time (US & Canada)"
"14148","negative",0.6275,"Cancelled Flight",0.3166,"American","@AmericanAir Hopefully you guys are willing to cover my lovely car rental and living charges...I love being here for two extra days..",NA,"Russell, KS","Central Time (US & Canada)"
"14149","negative",1,"Cancelled Flight",0.664,"American","@AmericanAir Same as yesterday's Cancelled Flighted flight. AA104. Your customer support is just awful!",NA,"UK",NA
"14150","negative",1,"Late Flight",1,"American","@AmericanAir big surprise flight 2330 is delayed. Hopefully not for 6 hours like our flight here.  Thanks again for a sleepless night.",NA,NA,NA
"14151","negative",1,"Customer Service Issue",1,"American","@AmericanAir really? Not even worthy of a response. This is beginning of a social media alert to the world that AA and @USAirways are useles",NA,"NY","Eastern Time (US & Canada)"
"14152","negative",0.6667,"Cancelled Flight",0.6667,"American","@AmericanAir Hi AA friends! My sis's flight AA362 DFW&gt;&gt;MKE was Cancelled Flighted due to weather. Any way you can help here? What are her options?",NA,"San Francisco, California","Arizona"
"14153","negative",0.6917,"Can't Tell",0.3834,"American","@AmericanAir is that something the crew on the current leg can request of the gate team on the next leg?",NA,"Lewes, DE, USA","Eastern Time (US & Canada)"
"14155","negative",1,"Customer Service Issue",0.6678,"American","@AmericanAir tomorrows flight Cancelled Flighted. I understand. Three hour wait for a call back and now 60 minutes on hold. Not cool.",NA,NA,NA
"14156","negative",1,"Cancelled Flight",1,"American","@AmericanAir all flights Cancelled Flighted tomorrow and that means I'm stranded at the airport for the night... wow.",NA,NA,"Alaska"
"14157","negative",1,"Customer Service Issue",0.6833,"American","@AmericanAir how hard is it to have catering ready to go?",NA,"NYCATL","Eastern Time (US & Canada)"
"14158","negative",1,"Customer Service Issue",1,"American","@AmericanAir Why does your iPhone app not have any sort of notifications option?",NA,"Chicago, IL","Central Time (US & Canada)"
"14159","negative",1,"Bad Flight",0.3605,"American","@AmericanAir this is unbelievable and unacceptable. Flight #293. JFK. Everyone at the gate is upset as most of us have been here all day.",NA,"NYCATL","Eastern Time (US & Canada)"
"14160","negative",1,"Cancelled Flight",0.3576,"American","@AmericanAir I made my flight but then still had no update emails when I landed, no info ever sent on that or second flight. Losing my biz.",NA,"New York City","Eastern Time (US & Canada)"
"14161","negative",1,"Late Flight",0.3812,"American","@AmericanAir flight 3056 DFW still has all passengers sitting on the plane waiting for luggage to be loaded - still waiting",NA,"Springfield, Illinois","Central Time (US & Canada)"
"14162","negative",1,"Late Flight",1,"American","@AmericanAir I still am not on a flight. Ive been here allll day and now we're not boarding because we're waiting for catering?",NA,"NYCATL","Eastern Time (US & Canada)"
"14163","negative",1,"Late Flight",0.3726,"American","@AmericanAir my husband and 5 year old son stuck overnight in DC thanks to 7 crew members arguing over who was boarding the flight",NA,"Lake Norman NC","Eastern Time (US & Canada)"
"14164","negative",1,"Customer Service Issue",0.6775,"American","@AmericanAir if this is how you guys work then i will never fly with you guys again.",NA,"KY","Eastern Time (US & Canada)"
"14165","positive",1,NA,NA,"American","@AmericanAir versus @JetBlue 
in Customer Service?
Who will win!
For Me @AmericanAir is a convenience to a trip to Cali &lt;3",NA,"New York City ","Eastern Time (US & Canada)"
"14166","negative",1,"Customer Service Issue",0.6593,"American","@AmericanAir agents refuse to help, ""too busy"" &amp; need to call advantage#. NO ONE willing to help and apparently being exec plat means ZERO",NA,"Corona Del Mar","Pacific Time (US & Canada)"
"14167","negative",1,"Cancelled Flight",0.642,"American","@AmericanAir fight got Cancelled Flighted can u help me rebook a flight?  Call center is too busy to answer calls or even put me on hold #yuck",NA,NA,"Central Time (US & Canada)"
"14168","neutral",1,NA,NA,"American","@AmericanAir you should be contacting her for a refund - dm me and I will provide phone number",NA,"Los Angeles, CA","Pacific Time (US & Canada)"
"14169","negative",1,"Flight Booking Problems",0.6658,"American","@AmericanAir ah if only we could get through. We've tried for over 2 hrs. Can we call @united?",NA,"Miami","Eastern Time (US & Canada)"
"14170","negative",1,"Customer Service Issue",1,"American","@AmericanAir this is ridiculous! You all really have terrible customer service and a lack of urgency. Im convinced.",NA,"NYCATL","Eastern Time (US & Canada)"
"14171","negative",1,"Customer Service Issue",1,"American","@AmericanAir of course it wasn't your intention, issue lies in lack of response. she did contact you directly; she sat on hold for 50 mins",NA,"Los Angeles, CA","Pacific Time (US & Canada)"
"14172","negative",1,"Late Flight",0.6318,"American","@AmericanAir I have been waiting at this airport since 11 am and have to wait until 8:30 tomorrow and cannot get any sort of help!",NA,"KY","Eastern Time (US & Canada)"
"14173","negative",1,"Flight Attendant Complaints",1,"American","@AmericanAir pathetic to have your gate agents lie to my face when you are at fault",NA,"Kitchen, office or on the road","Central Time (US & Canada)"
"14174","negative",1,"Customer Service Issue",1,"American","@AmericanAir trying to check in for flight. On line not working &amp; agents too busy to take my call.",NA,"The Hague","Pacific Time (US & Canada)"
"14175","neutral",0.6315,NA,0,"American","@AmericanAir yep, they moved me to 16A as they showed me flying ""standby""",NA,"Orange County, CA","Pacific Time (US & Canada)"
"14176","negative",1,"Customer Service Issue",0.3622,"American","@AmericanAir understand the weather but would be nice to hear an apology on the phone when you moved my flight to an inconvenient day",NA,"Tucson","Pacific Time (US & Canada)"
"14177","negative",1,"Cancelled Flight",1,"American","@AmericanAir My baggage is lost, my flight Cancelled Flightled and i get no accommodations? Not even to another airline. At least one free hotel?",NA,"KY","Eastern Time (US & Canada)"
"14178","neutral",0.6791,NA,0,"American","@AmericanAir I'm on 1024 into Dallas. Do I have any chance of catching 2238 to Boston? Do I need to run from Gate D6 to A15?.",NA,"Boston, MA","Mountain Time (US & Canada)"
"14179","negative",0.6751,"Customer Service Issue",0.3611,"American","@AmericanAir AA I need a Hail Mary. How do I get from Dallas to Joplin JLN in the next 14 hours. Willing to fly to other airports and drive",NA,"Denver, CO","Eastern Time (US & Canada)"
"14180","negative",1,"Cancelled Flight",0.6486,"American","@AmericanAir I've been on hold for about 3 and a half hours now. Thanks for Cancelled Flighting my flight and not notifying me.",NA,NA,"Alaska"
"14181","negative",1,"Flight Attendant Complaints",0.6759,"American","@AmericanAir rude gate agent by AA363 ORD-LGA just now. Seems to have a temper. Made me check in a bag that fit INSIDE the sizer.",NA,"Chicago, IL","Central Time (US & Canada)"
"14182","neutral",0.6693,NA,0,"American","@AmericanAir Hi ho, hi ho. It's off to work I go. #WeeklyCommuteOnAA http://t.co/JQHg4jTm4w",NA,NA,"Eastern Time (US & Canada)"
"14183","negative",1,"Can't Tell",1,"American","@AmericanAir you put a sour taste on this customer’s vacation. it was joke watching those “we care thanks for choosing us” videos",NA,NA,"Eastern Time (US & Canada)"
"14184","neutral",0.6395,NA,0,"American","@AmericanAir are you expecting flights out of DFW to be Cancelled Flightled tomorrow AM and afternoon?",NA,"El Paso, TX",NA
"14186","negative",1,"Customer Service Issue",0.6654,"American","@AmericanAir lets me get in line for call back in over 2 hours. I'll just hope the 1 ticket left on the flight I want is still there Late Flightr.",NA,NA,NA
"14187","negative",1,"Customer Service Issue",0.3413,"American","@AmericanAir Flight  AA1691 LAX to LAS closes too early and gate agents give us hassles #PatheticCX",NA,"Kitchen, office or on the road","Central Time (US & Canada)"
"14188","negative",1,"Customer Service Issue",1,"American","@AmericanAir I am honestly in shock how this process and service compares to my other airline experiences. Not really sure what to say...",NA,NA,"Eastern Time (US & Canada)"
"14189","negative",1,"Late Flight",0.6596,"American","@AmericanAir here we go again #aa106 ""Plane not ready"". Are we going to find the crew run out of time again like last night #shortstaffed",NA,"Canterbury, Kent","Amsterdam"
"14190","negative",1,"Late Flight",0.3627,"American","@AmericanAir flight 3056 DFW still has all passengers sitting on the plane waiting for luggage to be loaded",NA,"Springfield, Illinois","Central Time (US & Canada)"
"14191","neutral",0.6368,NA,0,"American","@AmericanAir At what e-mail adress can I send your CEO Mr. Doug Parker a letter that he hopefully reads?",NA,"Mexicali, B.C.","Pacific Time (US & Canada)"
"14192","negative",1,"Customer Service Issue",1,"American","@AmericanAir why does your customer service line say ""we are experiencing high call volume"" and then spontaneously hangup on the person?",NA,"DC","Eastern Time (US & Canada)"
"14193","negative",1,"Customer Service Issue",1,"American","@AmericanAir well its been over 4 hours now and still no one has picked up   try paying overtime and bring in more people",NA,"Tampa, Fl","Eastern Time (US & Canada)"
"14194","neutral",0.6896,NA,0,"American","@AmericanAir What's the best way to check on any delays or Cancelled Flightlations for my flight out of DFW on Tuesday?",NA,NA,"Central Time (US & Canada)"
"14195","positive",1,NA,NA,"American","@americanair @bershawnjackson big UPS to Newark airport staff &amp;&amp; D.Dean. I was also treated lovely while I was in town. ❤❤",NA,"Atlanta Ga && Traveling",NA
"14196","negative",1,"Lost Luggage",1,"American","@AmericanAir pleaseeee find my suitcase. I want deoderant and a clean shirt for work tomorrow :(",NA,"SNY in NYC.","Eastern Time (US & Canada)"
"14197","neutral",1,NA,NA,"American","@AmericanAir Here you go https://t.co/oM1vIEg74a",NA,"New York | Hong Kong ","Eastern Time (US & Canada)"
"14198","neutral",1,NA,NA,"American","@AmericanAir Hey, so... I think I left my wallet on you. Can I have it back, please?",NA,"West Covina, CA","Pacific Time (US & Canada)"
"14199","positive",1,NA,NA,"American","@AmericanAir ok, thanks you! Have a great night AA team!",NA,"Rive-sud de Montréal","Atlantic Time (Canada)"
"14200","neutral",0.6604,NA,0,"American","@AmericanAir - Can you please give me a travel agent support phone number? I cant find it on your website. Thanks.",NA,"Southern Wisconsin","Central Time (US & Canada)"
"14201","negative",1,"Bad Flight",0.3363,"American","@AmericanAir any idea what's up with flight AA3181?",NA,"Ann Arbor, MI",NA
"14202","negative",1,"Late Flight",1,"American","@AmericanAir your maint delay left us stuck in den!! Flight 1080.  Been on plane for 7 hrs.  Stop flying broke french planes!",NA,NA,"Central Time (US & Canada)"
"14204","negative",1,"Lost Luggage",0.6542,"American","@AmericanAir  You can't get us to Cincy but our luggage will still go there tonight? Stranded us in Dallas for 2 days w/o clothes? #Yousuck",NA,NA,NA
"14205","negative",1,"Customer Service Issue",0.6375,"American","@AmericanAir It just hangs up and your agents on the ground are useless. How don't I have a seat on a first class ticket booked weeks ago?",NA,"Washington, DC","Atlantic Time (Canada)"
"14206","negative",1,"Customer Service Issue",1,"American","@AmericanAir ive literally been holding for more than 2 HOURS now. i was told 2hrs. You all are sabotaging any chance i have of getting home",NA,NA,"Quito"
"14207","negative",1,"Can't Tell",0.6543,"American","@AmericanAir we're still here guys - you are the worst",NA,"São Paulo","Brasilia"
"14208","negative",1,"longlines",0.69,"American","@AmericanAir 24 hours on the AirPort",NA,"São Paulo","Brasilia"
"14209","negative",1,"Customer Service Issue",1,"American","@AmericanAir - don't understand why I have zero Flt info- no email- 2 he wait time on ph lines- so much for Advan Mem :(",NA,NA,NA
"14210","negative",1,"Late Flight",0.628,"American","@AmericanAir ok so why is it Late Flight? And for that matter why was my flight 4491 Cancelled Flighted this morning? I've been in YYZ since 5 AM.",NA,"Kingston ontario Canada","Eastern Time (US & Canada)"
"14211","negative",1,"Cancelled Flight",0.6726,"American","@AmericanAir plane breaks, unloads the passengers, told to re enter to only come back off. Flight Cancelled Flightled, missed wedding. #badbusiness",NA,"Behind you, look again.","Indiana (East)"
"14212","negative",1,"Cancelled Flight",1,"American","@AmericanAir - very upset with my hometown airline. Stuck in Den Flt Cancelled Flightled. Others here with me got new Flt info",NA,NA,NA
"14213","negative",1,"Flight Attendant Complaints",0.6762,"American","@AmericanAir absolutely worse cust. Svc ever experienced in 25 yrs of flying.  Supvrs at iah extremely rude. #poorservice #travel",NA,"Fort Myers, Florida","Eastern Time (US & Canada)"
"14214","negative",1,"Bad Flight",0.3627,"American","@AmericanAir Kid upset, my staff upset (one accused of stealing fruit!!!!!) mistreatment due to airline policy of an Austic child.",NA,"everywhere","Helsinki"
"14215","negative",1,"Customer Service Issue",0.6659,"American","@AmericanAir I have been trying to get through to someone about my Cancelled Flightled flight tomorrow for over 4 hours.",NA,NA,NA
"14216","negative",0.669,"Late Flight",0.669,"American","@AmericanAir Trip cut 7 hrs short due to flight change/massive layovers/ no peanuts or crackers/ asked for H2O and received about 2oz.",NA,"Portland, OR","Pacific Time (US & Canada)"
"14217","negative",0.6708,"Cancelled Flight",0.6708,"American","@AmericanAir Flight's Cancelled Flightled. Website says to call phone number.Phone says to check online.  How am I supposed to get some help?",NA,NA,"Atlantic Time (Canada)"
"14218","negative",0.6451,"Cancelled Flight",0.3618,"American","@AmericanAir yes. We spent the whole day talking to agents and someone finally offered to let him stay in a hotel",NA,NA,"Eastern Time (US & Canada)"
"14219","negative",1,"Lost Luggage",0.6568,"American","@AmericanAir flight from JFK to EGE was cxld after on runway for an hour. Flight moved to 7am but they won't give luggage back. Nice.",NA,"New York, NY","Eastern Time (US & Canada)"
"14220","negative",1,"Late Flight",1,"American","@AmericanAir delayed for two hours at ORD--&gt;CDG the one time I need to be there to catch a train... 😒",NA,"washington, dc","Eastern Time (US & Canada)"
"14221","negative",1,"Customer Service Issue",1,"American","@AmericanAir not to mention its a three hour wait to get an agent on the phone.",NA,"ÜT: 40.881241,-73.107717","Quito"
"14222","negative",1,"Cancelled Flight",1,"American","@AmericanAir Cancelled Flighted our flight and now are still delayed...NOT COOL.",NA,"New York, NY ","Eastern Time (US & Canada)"
"14223","negative",1,"Customer Service Issue",1,"American","@AmericanAir we did for the last 8 hours.  Your customer service is horrendous.  I should have flown Delta",NA,NA,NA
"14224","negative",1,"Late Flight",1,"American","@AmericanAir there is a full flight of customers sitting on the plane waiting for baggage to be loaded on AA 356 in DFW - why? 2 hour delay",NA,"Springfield, Illinois","Central Time (US & Canada)"
"14225","negative",1,"Can't Tell",0.6418,"American","@AmericanAir why a different airport! I have no way of getting to a different airport.",NA,"ÜT: 40.881241,-73.107717","Quito"
"14226","negative",1,"Customer Service Issue",0.6659,"American","@AmericanAir AA agent said I repeated myself when I was explaining. I told him ""I understand English."" His reply?""Our conversation is over.""",NA,"Cambridge, MA","Eastern Time (US & Canada)"
"14227","negative",1,"Late Flight",0.3503,"American","@AmericanAir long wait? I literally went shopping at 3 different centers, had lunch and prepared dinner. surprise, it's winter! staff better",NA,"Phoenix, AZ","Arizona"
"14228","negative",1,"Late Flight",1,"American","@AmericanAir AA 1657 was also over an hour Late Flight to depart Ohare and now we have no luggage. Not happy standing in a long line at baggage svc",NA,"Brookfield, WI","Eastern Time (US & Canada)"
"14229","negative",0.6258,"Cancelled Flight",0.6258,"American","@AmericanAir is flight 2934 dfw to gsp going to be Cancelled Flightled tomorrow?",NA,NA,NA
"14230","negative",1,"Bad Flight",0.3363,"American","@AmericanAir Stuck on the plane in Charlotte.  Going to miss my connection.  No words from staff. Maybe some damn pretzels?",NA,"saint paul",NA
"14231","neutral",1,NA,NA,"American","@AmericanAir Do you happen to know if that plane will be repainted, or fly ""off into the sunset?""",NA,"Vancouver, BC","Pacific Time (US & Canada)"
"14232","negative",1,"Cancelled Flight",1,"American","@AmericanAir - AA1344 Cancelled Flighted on 2.23 - rebooked on us air 623/544 on 2.24. Has to be a nonstop on 2.24 for us (2)?",NA,NA,NA
"14233","negative",1,"longlines",0.689,"American","@AmericanAir today's wait was a violation of #dot #passengerbillofrights http://t.co/GxvFumn3iZ",NA,NA,"Pacific Time (US & Canada)"
"14234","negative",1,"Lost Luggage",1,"American","@AmericanAir arrived in lax from ord flight AA1657 NO LUGGAGE",NA,"Brookfield, WI","Eastern Time (US & Canada)"
"14235","negative",1,"Flight Attendant Complaints",0.3543,"American","@AmericanAir I've got a BA flight as your airport couldn't accommodate us. We were left without any info. No vouchers for food,nothing.",NA,NA,"Amsterdam"
"14236","negative",1,"Late Flight",0.6877,"American","@AmericanAir flight 1019 I need 2 b on the first flight out frm MIA 2 TPA. I'm extremely irritated. I've been at this airport for 5.5 hrs.",NA,NA,NA
"14237","positive",1,NA,NA,"American","@AmericanAir many trips coming up!  I will see you soon 😃",NA,"Santa Monica, CA",NA
"14238","neutral",1,NA,NA,"American","@AmericanAir message and pics sent...",NA,"U.S.A.","Mountain Time (US & Canada)"
"14239","negative",1,"Late Flight",1,"American","@AmericanAir flight 3056 in D/FW now delayed 2 hours waiting sitting in plane for baggage to be loaded - why?",NA,"Springfield, Illinois","Central Time (US & Canada)"
"14240","negative",1,"Flight Booking Problems",1,"American","@AmericanAir … Been trying to book a whole new flight since 2 hours!! what is wrong with your website?",NA,"NYC","Santiago"
"14241","neutral",1,NA,NA,"American","@AmericanAir Considering it was purchased on the 21st and I attempted to use it again on the 21st I believe it would fit these parameters.",NA,NA,"Melbourne"
"14242","positive",1,NA,NA,"American","@AmericanAir pretty impressed with the in flight entertainment. Full touch, usable, smooth, good selection.",NA,NA,NA
"14243","negative",1,"Customer Service Issue",0.6509,"American","@AmericanAir Now your site is not working! WTF",NA,"NYC","Santiago"
"14244","negative",1,"Can't Tell",0.701,"American","@AmericanAir @Delta @JetBlue can you help? @SpiritAirlines is in the wrong, stuck in Florida 3days. They need to learn from real airlines.",NA,"Global",NA
"14245","negative",1,"Cancelled Flight",0.6217,"American","@AmericanAir it wasn't ' disrupted' it was Cancelled Flightled. Airport agents were horrendous. Sharon was your saviour",NA,NA,NA
"14246","positive",1,NA,NA,"American","@AmericanAir I'm great thanks keep up the good work",NA,"hertz's couch ",NA
"14247","negative",1,"Late Flight",0.6762,"American","@AmericanAir my flight has been delayed &amp; I can't talk reach anyone in customer service because of high call volume.",NA,"-тнαт νσι¢є ιиѕι∂є уσυя нєα∂","Alaska"
"14248","negative",1,"Can't Tell",0.6715,"American","@AmericanAir why does your RTW planner (spec. Circle Pacific) not let me even plan the demo routes from your website?",NA,"Charlotte, NC | Köln, NRW","Quito"
"14249","negative",0.6575,"Can't Tell",0.3525,"American","@AmericanAir @dfwairport listening to all the flights taking off over my house and kicking myself for Flight Booking Problems an AM flight tomorrow. Iceday?",NA,"Worldwide, based in Dallas, TX","Central Time (US & Canada)"
"14250","negative",1,"Cancelled Flight",0.6548,"American","@AmericanAir @Delta @JetBlue I am going to be stuck in Florida for 3 days because @SpiritAirlines wouldn't hold my connecting flight to LGA",NA,"Global",NA
"14251","neutral",0.6551,NA,0,"American","@AmericanAir yes, I will do just that as soon as I have a moment to gather my thoughts.",NA,"Somewhere East",NA
"14252","negative",1,"Customer Service Issue",1,"American","@AmericanAir I even went to ticket counter and got no help",NA,NA,NA
"14253","negative",1,"Cancelled Flight",0.6925,"American","@AmericanAir Just learned my flight is Cancelled Flightled.can't get through by phone and don't see any option for assistance online. Any suggestions?",NA,NA,"Atlantic Time (Canada)"
"14254","negative",1,"Customer Service Issue",0.6575,"American","@AmericanAir Got an email about an itinerary change, but can't seem to get to anyone on phone. New flight time doesn't work for me. Help?",NA,"Toronto","Eastern Time (US & Canada)"
"14255","neutral",0.6556,NA,0,"American","@AmericanAir please help my flight appears Cancelled Flight 1503 from ft. Lauderdale to Dallas to LAX. Is there anything leaving from Mia or FLL? ThxU",NA,NA,NA
"14257","negative",1,"Flight Booking Problems",0.3636,"American",".@AmericanAir ReFlight Booking Problems for the following day is unacceptable. DMing you that and our phone number.",NA,"New York City","Eastern Time (US & Canada)"
"14258","negative",1,"Cancelled Flight",0.3436,"American","@AmericanAir I want the flight I have on hold. I don't want a new flight.",NA,"Naperville, IL ","Eastern Time (US & Canada)"
"14259","negative",1,"Late Flight",0.7149,"American","@AmericanAir Sitting at the gate on Flight 719 for an hour due to Sabre being down. What backup plan is in place if Sabre cannot be fixed?",NA,"Jerz","Eastern Time (US & Canada)"
"14260","neutral",0.6579,NA,NA,"American","@AmericanAir @dfwairport got rebooked through the AA online app.",NA,NA,NA
"14261","negative",1,"Can't Tell",0.3582,"American","@AmericanAir please pray for us that our gear is not lost or stolen due to YOUR incompetent employees. #CNN #ABCNews #MSNBC #Photography",NA,"Orlando, FL ","Eastern Time (US & Canada)"
"14262","positive",0.3642,NA,0,"American","@AmericanAir shoutout to the agent on duty now @ Gate B1 #ABQ / outstanding customer service w delayed FLT 336 http://t.co/OoEJ4d4JoP",NA,"New York, NY","Eastern Time (US & Canada)"
"14263","negative",1,"Can't Tell",0.6626,"American","@AmericanAir ...is this how you want to treat your platinum (and two gold) flyers??",NA,"Chicago",NA
"14264","negative",1,"Flight Attendant Complaints",0.6521,"American","@AmericanAir Your gate attendants in ABQ are awful as was your service. You should be ashamed. Terrible experience here from start to finish",NA,"Orlando, FL ","Eastern Time (US & Canada)"
"14265","negative",1,"Late Flight",1,"American","@AmericanAir Still sitting in airport as 6:05 flt delayed until 6:55...but still not boarding, what is happening?  No info....",NA,"Chicago",NA
"14266","negative",1,"Flight Attendant Complaints",1,"American","@AmericanAir @sa_craig no gate agent, and only 3 PA updates for 3 hours, hinted at abandonment. horrible experience for all passengers.",NA,"College Station, TX","Central Time (US & Canada)"
"14267","negative",1,"Cancelled Flight",1,"American","@AmericanAir been a very long day in Philly...12:13pm flt to ORD Cancelled Flighted with NO notice, no message, no email.  NOT NICE FOR WE PLATINUMS.",NA,"Chicago",NA
"14268","negative",1,"Cancelled Flight",0.676,"American","@AmericanAir my travel for tomorrow was Cancelled Flightled and then stupidly rebooked for tomorrow! I can't get through to reservations!",NA,"Plano, Texas",NA
"14269","neutral",1,NA,NA,"American","@AmericanAir what name and department does it come under? Thanks",NA,NA,"London"
"14270","negative",1,"Cancelled Flight",1,"American","@AmericanAir 1416 Cancelled Flightled? Can't get out for two days? No explanation?",NA,NA,NA
"14271","negative",1,"Customer Service Issue",1,"American","@AmericanAir @sa_craig no, not helped one bit. actually ended up driving home due to extreme disorganization and lack of communication.",NA,"College Station, TX","Central Time (US & Canada)"
"14272","negative",1,"Customer Service Issue",1,"American","@AmericanAir United needs our ticket number since you rebooked us and you gave the incorrect ticket number now we can't check in #help",NA,"Philadelphia, PA","Eastern Time (US & Canada)"
"14273","negative",0.6512,"Customer Service Issue",0.6512,"American","#nothelpful MT @AmericanAir: Our call volume is extremely high today. Our apologies. Please continue contacting Reservations for assistance.",NA,"Cathedral Heights","Eastern Time (US & Canada)"
"14274","negative",1,"Customer Service Issue",0.6504,"American","@AmericanAir I've been trying to call to cxl a reservation for tomorrow, due to needing surgery this week - cannot get through?",NA,"Chicago, IL","Central Time (US & Canada)"
"14275","negative",1,"Customer Service Issue",1,"American","@AmericanAir I can't keep dialing you guys all day. Can I get into the callback queue?",NA,"Seattle, WA","Pacific Time (US & Canada)"
"14276","neutral",0.6783,NA,0,"American","@AmericanAir Cancelled Flight previous request. Will accept ticket number for document number",NA,NA,"Central Time (US & Canada)"
"14277","negative",1,"Customer Service Issue",1,"American","@AmericanAir I've called that and they said they can't help me and it's out of their hands. I really feel like an under appreciated customer",NA,"Alexandria, VA","Quito"
"14278","neutral",0.6668,NA,0,"American","@AmericanAir 62 inches !?",NA,"SCL","Santiago"
